KEGG function	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
SDQCeC9L	0.996846064	0.989994292	0.970120683	0.989040907	0.997651701	0.997157608	0.846908426	0.963006859	0.931951719	0.951340146	0.86010449	0.958235691	0.15783131	0.272084929	0.153787255	0.418152645	0.500328779	0.191164139	0.691285971	0.476701083	0.555431605	0.515103961	0.41150029	0.90048434	0.412719964	0.951964075	0.366338713	0.892550868	0.947953267	0.455222152	0.688348852	0.341489638	0.448472109	0.463770203	0.731937439	0.337320711	0.414968194	0.326281696	0.316628508	0.343592005	0.40641221	0.619008005	0.331110433	0.343444928	0.184542665	0.812054649	0.369156289	0.117196281	0.137343188	0.143989653	0.128696955	0.117834664	0.145662911	0.115472299	0.1207364	0.117457984	0.116633981	0.119927148	0.114713444	0.0745979	0.069273475	0.059538805	0.07082847	0.041185143	0	0.129472578	0.123073585	0.087166513	0.141628495	0.130258779	0.123519152	0.997542004	0.98787604	0.996879194	0.990540175	0.996633244	0.995856388	0.89812191	0.730558183	0.834706472	0.912108295	0.907132725	0.710155426	0.456645779	0.220284922	0.556318001	0.339786014	0.305687605	0.330426685	0.60101977	0.576534229	0.54779195	0.518665365	0.719013017	0.489709758	0.396714889	0.824848478	0.136276538	0.134235172	0.391744379	0.137700881	0.111320542	0.214037836	0.194761103	0.130271181	0.110494167	0.203472715	0.157162162	0.161506725	0.247044205	0.32173658	0.117042012	0.294486718	0.124766891	0.344140503	0.107204807	0.18851362	0.152613632	0.147961753
WHYCeC1L	0.996716803	0.989445325	0.968411957	0.988507208	0.997600204	0.996992017	0.842468529	0.961844938	0.93130993	0.950353188	0.856754528	0.958107199	0.232459539	0.324543397	0.229094972	0.445107091	0.499729915	0.257524472	0.678469648	0.462247854	0.538175379	0.511462065	0.414670771	0.897150177	0.445582612	0.949769926	0.406728979	0.8887809	0.946249861	0.492907406	0.694895612	0.405660155	0.490353273	0.498742366	0.734260373	0.381660216	0.4651234	0.387383877	0.37364331	0.3886002	0.456085142	0.604534603	0.379697706	0.377741241	0.117934301	0.807398005	0.380224257	0.168186472	0.187040102	0.211567192	0.170240165	0.170121413	0.21085984	0.194643116	0.197871441	0.189057942	0.187950197	0.196697682	0.189076302	0.155608925	0.114897582	0.131554681	0.136452358	0.13382041	0.129472578	0	0.040513557	0.106950735	0.045858297	0.060811642	0.047912454	0.997399333	0.987366965	0.996709524	0.990057371	0.996437327	0.995602589	0.89619101	0.730603477	0.835679486	0.909178646	0.905805445	0.711303566	0.46816601	0.273960019	0.561514194	0.375747229	0.342649063	0.383915128	0.588091622	0.560777953	0.541341188	0.502733312	0.717406269	0.501127506	0.430254941	0.820130101	0.186593125	0.180662844	0.426735968	0.187908163	0.194315579	0.275884693	0.272669691	0.221341131	0.191567189	0.265372979	0.250624039	0.23802645	0.314567983	0.380622066	0.22146089	0.358110519	0.041988635	0.403252837	0.207267375	0.095664786	0.149642918	0.249379234
WHYCeC2L	0.996712127	0.989376087	0.968715425	0.988541144	0.997493856	0.997020073	0.842318856	0.961991142	0.931135269	0.95031653	0.856958939	0.958096887	0.224577226	0.319647118	0.22119425	0.434853801	0.500042258	0.248071069	0.679839255	0.461062711	0.538448444	0.508492585	0.407427618	0.896712639	0.440305217	0.949354023	0.402764934	0.888602851	0.945873575	0.483885787	0.689422139	0.396690461	0.478615724	0.49026912	0.730378967	0.37125621	0.460820487	0.370599898	0.364497393	0.377956491	0.447807786	0.605672142	0.371305421	0.366219816	0.12205681	0.806013371	0.370994486	0.160802263	0.177884601	0.199591528	0.164094154	0.162511311	0.199188022	0.182628615	0.18745743	0.178819432	0.17753299	0.185760081	0.176469905	0.152378354	0.095467071	0.124132453	0.133391521	0.120097942	0.123073585	0.040513557	0	0.097599394	0.055038001	0.058765746	0.037257892	0.997423096	0.987125104	0.99668632	0.990116604	0.996452479	0.995580051	0.895868452	0.728346089	0.834864749	0.909554128	0.905595313	0.708081089	0.466571928	0.269346434	0.55888256	0.366264284	0.331579164	0.373261258	0.586755971	0.563120766	0.538993549	0.50296669	0.715904961	0.495577832	0.426637305	0.819566704	0.179974358	0.175088371	0.422871423	0.180851188	0.183444273	0.26283626	0.260607424	0.209396085	0.180960992	0.254609786	0.238761171	0.227949792	0.298545069	0.372697577	0.206318699	0.347125323	0.060760067	0.397014957	0.199609936	0.111057727	0.148979133	0.239305104
WHYCeC3L	0.996453243	0.988733641	0.966304645	0.987685132	0.997361851	0.996787382	0.831540861	0.958891597	0.925412524	0.946007894	0.844925034	0.953942895	0.166292086	0.273148176	0.163115536	0.395016167	0.466131622	0.195753506	0.659927579	0.433331067	0.513024678	0.479497658	0.389055904	0.889878263	0.402888231	0.94639778	0.360565977	0.881157818	0.942096959	0.449297219	0.66294889	0.369965527	0.447516871	0.454492239	0.707949549	0.343221352	0.451586951	0.353428477	0.342647704	0.353722323	0.436213665	0.582612541	0.349014013	0.355476338	0.165169115	0.793981377	0.35530054	0.115795377	0.127513737	0.146276867	0.11729646	0.115787564	0.146154921	0.12789676	0.134301961	0.132260036	0.132534054	0.134317893	0.123848874	0.086462568	0.081071736	0.063133873	0.069413261	0.08643314	0.087166513	0.106950735	0.097599394	0	0.126503268	0.117204802	0.104364644	0.997245833	0.98637076	0.996478639	0.98944077	0.99622092	0.995319032	0.886833929	0.710770835	0.819050788	0.902883701	0.897915816	0.691857878	0.427383595	0.211881398	0.525003356	0.322214231	0.293031269	0.346468758	0.564119122	0.539113107	0.506954876	0.475282953	0.692735734	0.457870554	0.390956411	0.80732564	0.12211653	0.127612388	0.38718054	0.122387476	0.134973723	0.212525538	0.21000124	0.158038591	0.133458998	0.202140412	0.180358107	0.189217132	0.274814102	0.357620991	0.151864691	0.319031176	0.108427446	0.38169067	0.136824047	0.182180479	0.125927004	0.194363215
WHYCeC4L	0.996806111	0.989721661	0.96942504	0.988811331	0.997610182	0.997086188	0.847047092	0.963125986	0.933630158	0.952290624	0.861655098	0.959486182	0.24954769	0.334405623	0.245021982	0.456904914	0.51324339	0.273852847	0.68783511	0.475091175	0.549435908	0.523212444	0.426065407	0.899713842	0.455059259	0.951041492	0.416103509	0.89192255	0.947592405	0.500656608	0.701551336	0.408710489	0.495638778	0.505829182	0.740364136	0.394688724	0.466179395	0.393413856	0.383684214	0.40053861	0.460925947	0.615647854	0.388518401	0.384466262	0.116625998	0.814171247	0.391115339	0.1850673	0.204124249	0.229421974	0.189316135	0.187259564	0.229235446	0.212095092	0.215168582	0.206304192	0.204792693	0.213892956	0.206103762	0.174761679	0.130079007	0.149159458	0.158413647	0.144095318	0.141628495	0.045858297	0.055038001	0.126503268	0	0.052720297	0.055669731	0.997480412	0.987579506	0.996793266	0.990487968	0.996556152	0.995703452	0.898640353	0.738232553	0.840614182	0.911925195	0.908489942	0.718879521	0.483314857	0.290456734	0.572053832	0.388336708	0.356220528	0.393139837	0.59892084	0.574421762	0.552896241	0.515558357	0.725446976	0.512588109	0.437979998	0.825140677	0.204968684	0.198826061	0.434551032	0.206216428	0.209935197	0.289607662	0.283912005	0.233631199	0.206843071	0.278331902	0.265763931	0.247264057	0.32152865	0.387142524	0.234007924	0.368585196	0.0636505	0.405897712	0.221287412	0.078212311	0.163187077	0.255672076
WHYCeC5L	0.99690554	0.990100114	0.970468206	0.989185525	0.997648292	0.997174802	0.850287199	0.963763494	0.93445347	0.953095046	0.865037297	0.959813545	0.241051917	0.327310766	0.238570482	0.451546011	0.51762694	0.264609897	0.693585861	0.481512583	0.558053216	0.525780357	0.421139539	0.903432688	0.454507025	0.952826125	0.413733348	0.895633455	0.94943397	0.494159608	0.698105899	0.397823212	0.483366027	0.500747808	0.740577445	0.383381777	0.459450115	0.37806729	0.374200701	0.388924854	0.454319891	0.623120189	0.3809587	0.373578252	0.118572909	0.816593156	0.384265119	0.179309294	0.196040123	0.217013306	0.182901216	0.180863996	0.217009714	0.197912159	0.203782268	0.196392481	0.195016466	0.202411882	0.192856658	0.165400912	0.107704891	0.14067827	0.150156401	0.125939738	0.130258779	0.060811642	0.058765746	0.117204802	0.052720297	0	0.059353196	0.99757814	0.988229518	0.996899989	0.990602258	0.996652968	0.995882216	0.900948176	0.740432717	0.842335095	0.914532935	0.909777254	0.721147841	0.483717437	0.284629901	0.574911506	0.383873999	0.347026861	0.384913185	0.606108117	0.581516501	0.556968525	0.520226511	0.726900736	0.513481881	0.437616316	0.829464052	0.1984913	0.196076895	0.433469928	0.199547695	0.19843997	0.279170891	0.272971832	0.221561297	0.195840841	0.268802302	0.251337429	0.232225284	0.307639873	0.37778237	0.212988663	0.354156761	0.069872017	0.397857738	0.208367199	0.083727661	0.164137778	0.238562714
WHYCeC7L	0.996786238	0.989650762	0.969059495	0.988724961	0.997586126	0.997054596	0.844028763	0.96256656	0.931451383	0.951163135	0.858340115	0.958158748	0.230726771	0.321990786	0.227020064	0.438831936	0.504638692	0.253489915	0.683280727	0.465152312	0.543458106	0.511398429	0.411236987	0.899179813	0.444121259	0.950695049	0.40485877	0.890812147	0.947180295	0.486126204	0.693213219	0.399150054	0.482381888	0.49290835	0.733751666	0.377691709	0.463437418	0.374523129	0.369867037	0.384689507	0.453193177	0.610255516	0.378474309	0.372645424	0.12465704	0.808616001	0.376864199	0.163638317	0.180486468	0.202843629	0.1668068	0.165686732	0.202031724	0.185995219	0.190304823	0.18195956	0.180879408	0.188520298	0.180024237	0.154668775	0.105246669	0.128224207	0.1357321	0.121908716	0.123519152	0.047912454	0.037257892	0.104364644	0.055669731	0.059353196	0	0.99745263	0.987621636	0.996763622	0.990266001	0.996509304	0.995679298	0.897140643	0.733278341	0.837006775	0.910381308	0.906828388	0.713360416	0.471179755	0.271969702	0.56258524	0.371583778	0.337544742	0.378200312	0.591762704	0.56665067	0.542625288	0.507831879	0.719045063	0.498916693	0.430327432	0.822033188	0.183125449	0.177767742	0.426014234	0.183703983	0.186325385	0.267963322	0.26300586	0.210778278	0.183800924	0.258001491	0.243490292	0.231245317	0.302664502	0.376744344	0.209578557	0.353376735	0.064960043	0.399522479	0.202034119	0.108191685	0.151098046	0.237201423
MD70djeC1	0.658023573	0.832542664	0.8999964	0.842589602	0.685370577	0.580368493	0.993561203	0.987210219	0.991546624	0.991939397	0.985013766	0.99253998	0.996884726	0.996994492	0.997068328	0.995939736	0.994698317	0.996886839	0.989302255	0.994386181	0.992584981	0.994921384	0.996303027	0.9611568	0.995438141	0.92886945	0.996251956	0.965761113	0.938621762	0.997175811	0.993728932	0.997602341	0.997024102	0.996898208	0.995742553	0.997536776	0.998069357	0.997927834	0.997717507	0.99758566	0.997839116	0.991408196	0.997657903	0.997522014	0.997108227	0.984102274	0.997193001	0.997463318	0.997402725	0.997374391	0.997427699	0.997459783	0.997377102	0.997376753	0.997359501	0.997416397	0.997441836	0.99737622	0.997362818	0.997336233	0.997528489	0.997329151	0.997308231	0.99755233	0.997542004	0.997399333	0.997423096	0.997245833	0.997480412	0.99757814	0.99745263	0	0.806820708	0.659257361	0.775113508	0.629858408	0.670095578	0.993605527	0.994238959	0.988164245	0.986483031	0.989390297	0.994285051	0.995479685	0.996458323	0.994075346	0.996506241	0.996887883	0.997215134	0.991931286	0.992519858	0.993872574	0.993564346	0.990316623	0.994375552	0.996035476	0.974333966	0.997231109	0.997275369	0.99596496	0.997262639	0.997409652	0.997080427	0.997395384	0.997401641	0.997427139	0.99725236	0.997392724	0.997588799	0.997776558	0.997906638	0.997542525	0.997778153	0.997488372	0.997977299	0.997386429	0.997499956	0.996917903	0.997686887
MD70djeC2	0.833060232	0.791273322	0.814027123	0.799862466	0.835684774	0.78868387	0.966169259	0.930358758	0.945597517	0.945275094	0.95803943	0.945601483	0.984397993	0.984785561	0.984590851	0.979718131	0.972173427	0.984364667	0.954573387	0.974649328	0.967200949	0.972660408	0.983290801	0.854951653	0.977859301	0.819957604	0.981852772	0.862014634	0.826576869	0.984532621	0.96775032	0.988259299	0.986243616	0.984600397	0.968632335	0.985704793	0.990042401	0.988351595	0.986770946	0.986557889	0.987454238	0.958254963	0.985956311	0.986661294	0.986576363	0.91560075	0.985056679	0.987102539	0.986883482	0.986833737	0.98690545	0.987056644	0.986739296	0.986911141	0.986913806	0.98707703	0.987158313	0.986939546	0.98685108	0.986635744	0.987709615	0.986785995	0.986673267	0.987796954	0.98787604	0.987366965	0.987125104	0.98637076	0.987579506	0.988229518	0.987621636	0.806820708	0	0.788926846	0.824071378	0.800743245	0.836565662	0.956947823	0.963729772	0.958408156	0.946091452	0.953178514	0.965600222	0.975924005	0.983892311	0.970672249	0.979933418	0.982516981	0.985040792	0.958620747	0.967469783	0.964644243	0.969482139	0.955575138	0.972218545	0.980644448	0.909264387	0.986192199	0.98649284	0.981327435	0.986088333	0.987025429	0.984507463	0.986429059	0.986923836	0.987083059	0.984784289	0.985370001	0.98716288	0.987482834	0.987836372	0.986396016	0.987445149	0.987645223	0.988186979	0.986403317	0.988199603	0.984646795	0.987414604
MD70djeC3	0.527090223	0.76539013	0.856697281	0.800785169	0.697478822	0.620197955	0.989292718	0.979893853	0.983959047	0.987244482	0.979558666	0.982501935	0.995812276	0.995929374	0.995872832	0.993963383	0.991534638	0.995976327	0.986404455	0.992551797	0.990724206	0.992478085	0.995785343	0.939919353	0.993300867	0.885705003	0.994716241	0.94909347	0.925683011	0.995858931	0.989034344	0.996723528	0.996100903	0.995706892	0.99174732	0.996578345	0.997383741	0.997063138	0.996782086	0.996697273	0.996936237	0.987410183	0.996663828	0.99667894	0.996215801	0.979161366	0.995905696	0.996702949	0.9965915	0.996596151	0.996655018	0.996695372	0.996594272	0.996629456	0.996633901	0.996677474	0.996692625	0.996643666	0.996639753	0.996574219	0.996854495	0.99660761	0.996566788	0.996890002	0.996879194	0.996709524	0.99668632	0.996478639	0.996793266	0.996899989	0.996763622	0.659257361	0.788926846	0	0.790014424	0.5895177	0.600253294	0.985200825	0.990275564	0.981597076	0.97530891	0.982947625	0.991046329	0.993203479	0.995444201	0.992322157	0.994535617	0.995046316	0.996137364	0.988702659	0.989980253	0.990062518	0.991218846	0.985750525	0.992535179	0.994412797	0.962567035	0.996428974	0.996457604	0.994536633	0.996448442	0.996682459	0.995923812	0.996522563	0.996676072	0.996682726	0.996029358	0.996444465	0.996782278	0.996942053	0.997040729	0.996654965	0.996837163	0.996764983	0.997194093	0.996640533	0.996738542	0.996043438	0.996699271
MD70djeC4	0.834960018	0.84212045	0.832980619	0.749573002	0.826380073	0.765814601	0.975396279	0.979100559	0.956919088	0.968934231	0.963832728	0.963646305	0.989116039	0.988778785	0.989256443	0.984726594	0.979753424	0.98915784	0.966402898	0.98302762	0.976412091	0.981136006	0.988041598	0.887133726	0.984844909	0.859368245	0.985531061	0.899788798	0.867978604	0.988430492	0.977958841	0.991129226	0.990338655	0.988806482	0.976288868	0.990621076	0.992682681	0.991939478	0.991493353	0.991087034	0.991954821	0.9728062	0.991206787	0.991470524	0.989713395	0.942122897	0.990633349	0.989943488	0.989705885	0.989686823	0.989813078	0.989933386	0.989703709	0.989752739	0.989789083	0.989914135	0.989970007	0.989825944	0.98980116	0.989681586	0.990464347	0.989813752	0.989609278	0.990587828	0.990540175	0.990057371	0.990116604	0.98944077	0.990487968	0.990602258	0.990266001	0.775113508	0.824071378	0.790014424	0	0.792051549	0.768911116	0.973386376	0.981408248	0.97074289	0.967874986	0.970620287	0.983271278	0.982803908	0.988134045	0.978143144	0.986378481	0.98793397	0.99045161	0.972551217	0.974910982	0.975764713	0.978360605	0.968347578	0.981038076	0.985256343	0.926099872	0.989251312	0.989362883	0.985685743	0.989224199	0.989931628	0.988958863	0.989702577	0.989924645	0.989977095	0.989072765	0.989971957	0.990629042	0.991307049	0.992238112	0.990507786	0.991298726	0.990223651	0.992182669	0.989935846	0.990674156	0.987984605	0.990737224
MD70djeC5	0.591736254	0.775614756	0.855766745	0.770489826	0.640804454	0.585048322	0.989515181	0.969351603	0.979289595	0.974630078	0.986979654	0.987960456	0.995432631	0.995165442	0.995362022	0.993753046	0.990521985	0.99547525	0.982545699	0.990825038	0.989479545	0.990982931	0.994286387	0.927188871	0.99357734	0.886577783	0.994163787	0.94318335	0.904545107	0.995614566	0.986890579	0.99661156	0.995601178	0.9949813	0.990238468	0.996490488	0.997232171	0.997092974	0.996720999	0.996455983	0.996875422	0.985729698	0.996595878	0.996505883	0.995704081	0.974793442	0.995695913	0.996477915	0.996398322	0.996359305	0.996441611	0.996470241	0.996354293	0.996398192	0.996402688	0.996441013	0.996467567	0.996414251	0.996410218	0.996303822	0.996613562	0.996367653	0.996316629	0.99664382	0.996633244	0.996437327	0.996452479	0.99622092	0.996556152	0.996652968	0.996509304	0.629858408	0.800743245	0.5895177	0.792051549	0	0.666820143	0.99350741	0.990140372	0.9842745	0.972396004	0.981855767	0.989612269	0.992269916	0.994558954	0.991707724	0.994477649	0.994552898	0.995576909	0.986112856	0.988563751	0.98931586	0.989525222	0.981920822	0.991814168	0.994307688	0.962073917	0.996185145	0.996230093	0.994305225	0.996221733	0.99645368	0.995576133	0.99635468	0.99645457	0.996470291	0.995671592	0.996322376	0.996554526	0.996875283	0.996988035	0.996520105	0.996714989	0.996493803	0.997117672	0.996406026	0.996539944	0.995805092	0.99676917
MD70djeC6	0.618240736	0.794853089	0.828065683	0.812603215	0.684716522	0.680851164	0.9851104	0.977282165	0.961333323	0.979126025	0.982785569	0.975511453	0.994542811	0.99459769	0.994603127	0.99239473	0.989078637	0.994682131	0.979857169	0.990779677	0.986671875	0.990220618	0.993885478	0.932607625	0.991958636	0.89841664	0.993167946	0.94302476	0.90353425	0.995024917	0.984980349	0.99577388	0.994590788	0.994444468	0.986748625	0.995416415	0.996504529	0.996169539	0.995794596	0.995646507	0.996084462	0.984451356	0.99547123	0.995456667	0.994887034	0.967436576	0.994547263	0.995697933	0.995636947	0.99558467	0.995639229	0.995694935	0.99556747	0.99554974	0.995495309	0.995592842	0.995632613	0.995515105	0.995497736	0.995461223	0.995812839	0.995508951	0.995453545	0.995869148	0.995856388	0.995602589	0.995580051	0.995319032	0.995703452	0.995882216	0.995679298	0.670095578	0.836565662	0.600253294	0.768911116	0.666820143	0	0.980480262	0.989293576	0.981217905	0.969869914	0.985337807	0.990484491	0.992033623	0.994015743	0.989447425	0.993213877	0.994037929	0.994973096	0.985273753	0.986566804	0.988577264	0.989020689	0.980547982	0.99100164	0.992865736	0.959513717	0.995363385	0.995410093	0.993212961	0.995370979	0.995594535	0.99470659	0.995336033	0.995612264	0.995597407	0.995180975	0.995328132	0.995697264	0.995859468	0.996104894	0.995574271	0.995899916	0.995736389	0.996165166	0.995480759	0.995803091	0.994583522	0.995734695
PD70djeC1	0.985406454	0.955949081	0.896979419	0.957203305	0.989292459	0.986127349	0.811787058	0.87265486	0.818739751	0.878509993	0.797711029	0.891289029	0.883812967	0.875026881	0.881468806	0.851807941	0.816267521	0.882359527	0.763554137	0.824110828	0.785508203	0.81642567	0.872554947	0.758296588	0.853918217	0.848624926	0.865625915	0.768610483	0.829321237	0.892928751	0.802169279	0.906862598	0.89864651	0.894956667	0.770505093	0.896420696	0.922175812	0.913023211	0.901625518	0.900813166	0.911643946	0.777982718	0.898465223	0.905027753	0.894801979	0.74966563	0.889572749	0.893792748	0.891706839	0.89154173	0.893070352	0.893379997	0.891196476	0.891257078	0.891114028	0.892699195	0.893442682	0.891210869	0.891500118	0.889404745	0.897017941	0.89085792	0.889319168	0.897765685	0.89812191	0.89619101	0.895868452	0.886833929	0.898640353	0.900948176	0.897140643	0.993605527	0.956947823	0.985200825	0.973386376	0.99350741	0.980480262	0	0.786274376	0.77893159	0.787264447	0.825063254	0.817379234	0.82506393	0.871814308	0.803254453	0.860226703	0.869645455	0.893988861	0.763294532	0.794203277	0.789263384	0.798399926	0.78162758	0.820105057	0.86223965	0.712890175	0.887283315	0.890162321	0.86497768	0.886947214	0.893478502	0.882888455	0.892655518	0.894236305	0.893430567	0.883106827	0.889919474	0.897538449	0.904470308	0.908523236	0.894473994	0.904014833	0.897558009	0.913075175	0.890785752	0.906261065	0.877655282	0.901523125
PD70djeC2	0.990546694	0.968697316	0.933490896	0.973015047	0.991845472	0.994287023	0.765984443	0.907870274	0.85746515	0.882463852	0.779637807	0.899498902	0.687269671	0.677190104	0.682649693	0.644670826	0.597314115	0.674253874	0.64277771	0.628455654	0.603867728	0.603186837	0.69141366	0.769584181	0.626685395	0.879082723	0.657550111	0.760462461	0.871992219	0.741332884	0.659715631	0.746518106	0.748856729	0.741885245	0.656284884	0.66534952	0.785018872	0.736312094	0.68601042	0.675247998	0.727776436	0.590159294	0.663854541	0.701401916	0.721692358	0.684427028	0.688870911	0.721185666	0.716080626	0.717433336	0.718542976	0.720625754	0.717071867	0.71880486	0.718491013	0.721720625	0.72265542	0.718898298	0.718986055	0.712530209	0.727543218	0.716218771	0.713339024	0.729901098	0.730558183	0.730603477	0.728346089	0.710770835	0.738232553	0.740432717	0.733278341	0.994238959	0.963729772	0.990275564	0.981408248	0.990140372	0.989293576	0.786274376	0	0.724444761	0.832334559	0.810858676	0.56648847	0.607356318	0.674751436	0.598161973	0.628546826	0.645512597	0.686527724	0.58953953	0.613646519	0.592901875	0.599313159	0.643254333	0.60024136	0.654741622	0.682679846	0.707482911	0.712794281	0.662151298	0.706389612	0.721849716	0.692334686	0.71136573	0.721509364	0.722376184	0.691986931	0.689014796	0.715561216	0.715960391	0.704020372	0.70635901	0.688710751	0.730662412	0.71568492	0.71601764	0.751058052	0.690901866	0.72600738
PD70djeC3	0.980475824	0.957662154	0.89670606	0.956891624	0.986959849	0.989798327	0.748107059	0.854202043	0.80991443	0.872493842	0.747873422	0.880344268	0.809990795	0.798961637	0.809017386	0.754553328	0.716705049	0.808901501	0.673719295	0.732904501	0.685678097	0.719548529	0.793258341	0.720050785	0.766006511	0.832234424	0.771780925	0.718842307	0.835539023	0.817319811	0.720004587	0.845955868	0.830369842	0.817569697	0.691743726	0.836889722	0.876704742	0.859408587	0.846188234	0.84285022	0.864616519	0.642759804	0.837275971	0.84656426	0.831276052	0.655192579	0.822870676	0.827625454	0.823625413	0.822900851	0.826127979	0.827058302	0.822384388	0.824131159	0.8240444	0.826637623	0.82751111	0.824372712	0.824986247	0.821580197	0.83521275	0.825387539	0.822855003	0.835672664	0.834706472	0.835679486	0.834864749	0.819050788	0.840614182	0.842335095	0.837006775	0.988164245	0.958408156	0.981597076	0.97074289	0.9842745	0.981217905	0.77893159	0.724444761	0	0.781319924	0.771185749	0.749039371	0.730965354	0.799479284	0.688694192	0.775684419	0.794449657	0.82885042	0.664236043	0.710657941	0.677006577	0.702663685	0.643732176	0.720630098	0.774418217	0.632054364	0.817042904	0.820345854	0.784960853	0.816186608	0.826560494	0.807780075	0.822393904	0.826675682	0.827375558	0.80715953	0.821035189	0.835075346	0.846286161	0.857094163	0.830348996	0.84569798	0.836052488	0.861422335	0.824185327	0.851697338	0.804092401	0.838865948
PD70djeC4	0.974390983	0.940477901	0.869083844	0.949735919	0.974335081	0.987823233	0.831333491	0.860328074	0.805824378	0.856419197	0.793381518	0.842236843	0.896223666	0.88569528	0.895914996	0.862109092	0.821239971	0.895182945	0.741551453	0.82395179	0.787485546	0.821940203	0.876806042	0.74787934	0.880723668	0.846746598	0.887073495	0.758511088	0.83378226	0.911146239	0.824190405	0.92451876	0.914794033	0.908818074	0.805047226	0.910902221	0.936311999	0.926704618	0.917939217	0.914481994	0.92609721	0.763779158	0.913233359	0.916776654	0.905115752	0.740251349	0.895195247	0.908011661	0.906086103	0.905582385	0.906594212	0.907541297	0.90505645	0.906009316	0.905809043	0.907144311	0.907554982	0.90612612	0.906099	0.905008116	0.911863998	0.905585654	0.904617057	0.912202647	0.912108295	0.909178646	0.909554128	0.902883701	0.911925195	0.914532935	0.910381308	0.986483031	0.946091452	0.97530891	0.967874986	0.972396004	0.969869914	0.787264447	0.832334559	0.781319924	0	0.817706484	0.828711968	0.830400027	0.881878072	0.806946733	0.871323658	0.88130397	0.903169766	0.768286562	0.796948883	0.807320454	0.807902907	0.735655033	0.819449981	0.88767061	0.747993996	0.902407117	0.903527677	0.890827558	0.90225864	0.907315557	0.898250987	0.907748693	0.907965439	0.90761863	0.896339969	0.907085708	0.914114921	0.920214198	0.92426072	0.911433199	0.918957587	0.910493854	0.926797648	0.907105266	0.916428574	0.893117759	0.915502964
PD70djeC5	0.987585397	0.965392179	0.901919873	0.954194864	0.986991219	0.982532837	0.792113183	0.822727718	0.8254513	0.836488783	0.809893412	0.898847455	0.890989377	0.884876444	0.894465601	0.853710157	0.82343178	0.891137583	0.774879458	0.830091152	0.797781946	0.828878319	0.879748662	0.79152535	0.869214592	0.84505769	0.880136379	0.776619173	0.839328128	0.902433261	0.807486259	0.917410542	0.904965372	0.905107383	0.796979396	0.902993896	0.933489427	0.918893533	0.911032155	0.906316068	0.920279549	0.769920318	0.907937799	0.911257037	0.904323441	0.747389753	0.896069183	0.904322213	0.90203697	0.901588147	0.902898461	0.904076857	0.90132246	0.902677069	0.902333693	0.903583111	0.903954062	0.902497188	0.902533676	0.899637121	0.907097556	0.90125727	0.899470636	0.907564068	0.907132725	0.905805445	0.905595313	0.897915816	0.908489942	0.909777254	0.906828388	0.989390297	0.953178514	0.982947625	0.970620287	0.981855767	0.985337807	0.825063254	0.810858676	0.771185749	0.817706484	0	0.815251201	0.844890481	0.878534717	0.804094519	0.875101626	0.881450347	0.901766922	0.787101433	0.812013087	0.784258175	0.804914152	0.763604203	0.825111959	0.878460459	0.73806413	0.898428186	0.900506797	0.882482694	0.898058016	0.90381031	0.894959764	0.901548856	0.90344482	0.904354835	0.892326018	0.900064045	0.907072092	0.912293455	0.917593177	0.904937898	0.911127104	0.906255655	0.921678469	0.902421079	0.913831769	0.888929679	0.910457729
