name	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70d_CeC1	MD70d_CeC2	MD70d_CeC3	MD70d_CeC4	MD70d_CeC5	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70d_CeC1	PD70d_CeC2	PD70d_CeC3	PD70d_CeC4	PD70d_CeC5	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
5.5 Excretory system	146.325373	154.846995	148.994032	96.159392	107.988699	118.203222	186.440682	401.923965	257.2179	292.972334	262.303131	165.807194	220.843604	104.892974	116.790268	91.99267	77.370005	145.32172	135.535113	122.482902	104.685424	125.157656	56.583229	51.5415	94.017945	108.456288	146.748325	229.516831	242.355831	319.697432	232.252589	248.523846	237.092238	230.124519	223.37814	232.134013	214.517465	198.601591	195.041723	267.309847	255.837505	223.664435	224.704506	214.320138	221.489123	200.458805	264.34821	207.058393	221.778665	208.277614	219.287942	198.664581	223.193239	207.035103	212.778746	209.670086	220.945683	193.659995	220.613806	222.784041	213.234107	202.940162	214.653505	226.767394	152.929861	196.498132	211.95682	132.702037	131.131924	128.35327	125.762051	114.685443	94.350929	162.386331	132.16577	123.156892	113.944037	178.398004	83.423084	203.264327	344.899992	205.020915	196.324764	210.6386	217.550984	51.615011	215.939332	90.591104	114.753764	39.055413	64.227173	265.945135	344.199426	260.670833	175.512205	149.445554	248.793334	259.592778	212.785637	169.398525	341.359554	243.74992	174.885068	184.577032	130.815947	120.408972	188.935035	215.783637	200.758917	253.800428	179.487261	251.622627	183.758384	243.935977	237.70449	165.586835	258.784505	282.335562	268.161201	247.399766	224.808799	237.45044	104.150429	133.733771	101.843669	149.330543	96.982013	137.242781	80.465678	424.443149	105.884904	56.520124	296.628669	86.858054	65.243583	84.889537	21.200436	389.962475	323.393205	132.367185	245.655331	160.01971	152.203318	88.962908	143.395676	127.452035	107.867536	177.3946	142.980219	498.559366	284.186849	139.371534	156.934663	118.310001	100.946006	181.2862	149.232338	125.076403	105.2646	362.05344	427.647096	109.781206	137.905192	145.075458	109.795263	122.832835	239.361238	174.013947	60.259068	83.565514	174.232489	249.731481	240.990362	140.451926	298.398602	102.66129	70.009315	84.896213	106.76223	170.743228	89.342348	91.409494	110.809916	118.213629	145.693027	115.573408	134.542481	107.377472	63.846387	90.173612	57.583606	115.843656	125.688326	83.670026	110.592944	83.642252	47.248629	34.067091	82.381538	86.505831	59.496222	43.278124	89.089615	67.939707	114.39766
5.6 Nervous system	904.956888	902.636117	905.505819	888.879767	878.61775	928.821711	903.021491	1237.163774	1090.314048	1127.963745	1077.521668	1017.198799	1036.100307	926.315053	968.601511	866.814647	874.94547	812.808917	963.014741	971.818655	931.686493	960.646909	781.338157	821.072112	852.769423	976.715843	967.690192	1006.001682	1016.729508	1039.285538	1017.788685	1016.570475	1012.419304	1098.413989	1045.309363	1067.217235	1034.570336	989.857495	956.216594	1084.411584	1073.043856	1080.311826	1038.480481	984.397889	1024.543223	951.035837	1069.868154	1056.129312	1120.957685	1008.258192	1081.676975	1055.036685	1092.478008	1060.636219	1099.661844	1021.224156	1111.035223	1047.562031	1085.566189	1099.045133	1096.162721	919.145153	975.71016	964.149592	922.652851	935.549265	964.513249	988.702865	1000.708184	1029.179506	950.770461	951.995436	932.45315	984.694116	939.061388	958.745154	945.379272	1003.563674	970.254171	988.343767	1036.982675	1040.535736	998.420199	1006.410557	1015.755902	944.947357	989.583122	948.143007	1288.057918	830.736081	912.342602	933.034671	972.34838	994.646737	968.376863	962.839164	940.798653	931.297807	968.601901	893.25618	881.431088	976.510221	961.492653	944.583031	923.894756	908.287957	976.995232	908.229004	929.282952	909.711879	888.642199	894.807953	1000.382783	994.513272	1032.07748	1024.612047	1093.138551	1027.378413	1038.480256	922.136063	980.523965	1042.199571	958.550232	999.31561	973.616132	1025.017926	980.482669	994.350719	709.595186	1067.747189	928.846702	412.68621	997.950857	404.994083	973.981023	901.553453	794.934292	1079.546554	941.030109	899.247521	771.523352	896.169536	911.151623	935.567171	859.694983	956.964675	964.358953	915.473466	902.198535	1214.178401	986.507946	877.82364	853.090592	970.011648	911.335858	901.435204	1000.823361	949.654995	905.369971	705.915202	643.940756	1008.045074	899.342624	1026.425876	930.957404	918.096746	915.144685	986.512349	904.568276	954.685678	917.050731	905.795437	925.366062	878.576174	922.320653	972.564569	979.475392	950.550241	930.233704	1007.785475	1000.525717	994.530708	977.698513	960.64887	990.572964	1006.697808	977.258269	962.733119	956.911225	981.809303	912.801391	880.036563	916.388628	909.19476	868.08883	859.148863	977.425279	891.160434	947.58643	899.767561	982.520291	956.95382	967.281504	939.709484	917.805841
5.7 Sensory system	0.612896	0.715185	0.400507	0	0.959454	0.026211	0.245751	1.244824	0.596953	0.741541	0.629177	1.483646	0.606712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.232071	0.116611	0.288803	0.862839	0.394991	0.69347	0	0.209989	1.569173	1.146572	2.158151	1.145675	0.437718	0.942255	0.095441	0.566796	1.526114	2.412761	2.164347	0.649153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192893	0.303663	0.339695	0	0.157952	0.106164	0	0	0	0	0	0	0	0	0	0	0	1.469296	0.572226	1.64986	0.706869	2.166818	0.947924	0	0	0	0	0	0	1.69867	2.409038	1.475133	1.704075	8.103265	10.410129	22.84859	0.621799	0.980835	0.76028	0	0.797243	3.329953	0.219159	1.767397	0	4.631456	0	2.875269	2.721239	2.804847	2.346125	1.346826	0.254627	2.893351	0.23835	3.868036	4.355948	13.018593	1.519724	0	0	0	0	0	0	0.192847	40.247681	5.440403	0.240967	158.237796	2.859315	14.694767	0	3.16741	36.957858	2.48885	9.702234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.8 Development and regeneration	117.535162	108.527921	127.236884	125.616223	120.211228	97.458804	108.330643	88.476549	74.725295	77.43983	162.979182	140.155138	160.847685	101.172204	100.970735	209.394183	226.000431	122.604353	135.339984	122.625646	106.735561	110.723824	226.770254	228.048588	227.046777	133.886659	122.988984	66.664862	43.677342	70.078965	73.473094	51.901419	66.084495	132.258716	81.750224	119.635372	82.633789	86.326893	59.210933	111.957954	79.836104	136.940827	80.520569	89.280018	86.886573	60.178182	76.759236	122.990039	89.085902	122.064221	84.363082	143.45297	98.829114	144.492741	90.886211	121.754024	84.144086	128.237328	79.789408	92.329272	90.817689	104.009053	126.264333	108.490295	104.344976	96.192091	116.470378	79.255575	97.553339	52.845721	83.536279	104.089922	59.160721	71.78953	59.007072	91.512196	108.665705	82.64058	102.47204	74.807845	78.250204	72.552223	94.795573	95.445137	87.324448	176.150358	134.337799	216.897723	89.939941	132.899474	273.642511	110.792891	82.273794	93.157812	120.119944	126.735335	93.331155	124.843302	131.401492	135.870265	111.404306	88.913208	139.683351	182.04103	134.905758	136.068541	140.094364	148.576488	128.572877	94.052197	112.8942	109.617166	117.076105	128.15998	128.300199	177.752267	120.483231	133.493792	114.843972	160.211745	108.748067	145.006809	155.915371	145.558071	161.867563	94.155333	123.806152	203.010868	219.247561	34.519019	250.714812	125.495818	151.87694	91.744238	233.428344	268.253401	129.092392	111.647211	58.312263	138.402765	111.281222	215.126117	192.923168	247.832021	173.963687	207.424835	216.329959	103.286894	132.946403	89.979676	103.320542	176.314518	149.330779	127.934212	162.625631	171.731234	143.311893	132.153248	154.093923	82.845918	29.044792	143.759001	175.856376	147.367502	175.152895	179.544027	176.92405	179.388913	212.574177	213.254595	193.40873	173.901182	141.751792	205.242395	128.533686	167.730498	164.024769	155.087846	143.460133	124.561458	176.142034	141.09082	137.077423	141.561568	114.941485	157.477915	138.21336	137.069088	166.330832	148.149033	261.226122	156.724217	240.175316	183.327606	163.177688	169.467894	267.095433	148.4275	224.537581	198.23124	230.928527	208.277244	253.512397	152.799462	129.345388
5.9 Aging	1741.101624	1938.891858	1943.412686	1797.575318	1941.392957	1852.43005	1908.564867	1913.250659	1938.922189	1958.378316	1930.670966	1747.986474	1889.727087	1616.396455	1648.523249	1684.405465	1759.655338	1723.114163	1736.09624	1684.8918	1619.094869	1673.091627	1668.26298	1588.832008	1655.891252	1623.396861	1720.283142	1846.788297	1768.709147	1774.871456	1769.843276	1769.012261	1806.455812	2076.699632	1966.551409	1917.462519	1829.856576	2116.639875	2145.716852	1903.274959	1893.872067	2088.745368	1987.607175	2136.504308	1815.702417	2135.636151	1864.834349	2021.499047	2010.695591	2077.479531	2079.97791	2124.599729	2083.175295	2121.261277	2031.418267	2074.941053	2000.906489	2063.484072	2087.461369	2060.944635	2048.967561	1809.115703	1795.461959	1831.95801	1744.808332	1834.130574	1810.474505	1916.1751	1813.993702	1800.913212	1734.8963	1754.841864	1731.438361	1695.60412	1807.437656	1732.279237	1836.403969	1898.816415	1784.641389	1814.708634	1730.086989	1733.989417	1847.385418	1822.408124	1799.942531	2068.539508	1809.543723	1709.753771	1925.242164	1709.797633	1653.59795	1785.798988	1836.081066	1786.920341	1776.342917	1735.535796	1737.144521	1858.873734	1700.519003	1721.308699	1765.024429	1732.596672	1809.965883	1636.170852	1761.500312	1910.299931	1914.939569	1747.110138	1835.956816	1832.010356	1723.113765	1755.118706	1765.75347	1784.998799	1799.668003	1693.487511	1876.43353	1827.697228	1715.168443	1774.06642	1769.471414	1946.693551	1763.259266	1844.457031	1777.913735	1697.188667	1680.825109	1753.335222	1095.846527	2084.266672	1766.050295	781.040067	2133.324341	708.525486	2087.778559	1668.191991	1532.388977	1920.423268	1924.469951	1868.943731	1972.881134	1912.571284	1774.422312	1718.987369	1764.786575	1789.128557	1814.191599	1859.426931	1922.982009	1988.708239	1910.789496	1979.679456	2043.702162	1661.605433	1799.552272	1978.501489	1891.676424	1722.823167	1806.811162	2218.639146	2297.402089	1916.721267	1956.272028	1789.790605	1838.960837	1927.033604	2061.745155	1913.653819	1990.586374	1993.628772	1972.842324	1981.213732	1978.17658	1992.489278	1998.477345	1776.460058	1784.262552	1695.379	1762.887477	1734.785403	1824.362454	1754.615839	1705.758744	1809.197641	1874.711946	1794.971187	1745.645807	1733.895272	1728.071439	1700.737174	1788.871591	1777.518798	1903.059129	1835.663525	1714.386111	1768.681947	1963.971598	1735.768326	2006.362063	1918.494329	1924.461693	1853.922946	1933.184951	1839.132119	1993.412028
6.1 Cancer: overview	1970.67831	2022.230607	1960.202486	1959.01224	1944.629284	2044.289142	2047.297697	2026.820765	2201.505	2189.443895	1941.502942	1898.205246	1927.266784	2230.778747	2245.931836	1905.914179	1859.472765	2021.872195	2102.370906	2116.885288	2086.685691	2348.090455	1848.155555	1846.948277	2017.166733	2041.422469	2104.515454	2118.140381	1761.098882	2057.92403	2059.729541	1874.603253	2037.093075	2196.578248	2167.637863	2190.642316	2113.670721	2303.663589	2186.403199	2191.237028	2137.961372	2191.845001	2127.424527	2287.491489	2109.9771	2161.064848	2144.734033	2268.99027	2191.136572	2371.575978	2289.975003	2424.560018	2322.230877	2408.275901	2258.435896	2369.793083	2232.00411	2315.335693	2263.825081	2320.182348	2259.994461	2187.616402	2043.806965	2150.952798	2155.353193	2114.384239	2079.332694	2177.086953	2091.000878	2182.979923	2178.031633	2148.550914	2134.165537	2252.863357	2162.646207	2094.344079	2034.817898	2201.229109	1996.748646	2220.085283	1975.702742	2148.576573	2000.714048	2030.644045	2027.033759	2093.520373	1897.903123	1797.986147	2396.883017	2030.010072	1727.194262	1936.637647	1980.679439	1922.321263	1911.927752	1956.779621	1862.974192	1861.104199	1896.264347	1877.719589	1937.226787	1988.021092	1939.021694	1948.168842	2023.991605	1902.128681	1925.459401	1900.292528	1941.048074	1916.416165	1969.333601	1836.595895	1896.303771	1929.363506	1901.160135	1917.018379	1929.330336	1873.491877	1857.867443	1835.474994	1925.570039	2140.668867	1972.8458	2065.994182	1975.247462	2195.612809	2119.947022	1711.576023	1434.998946	2730.762985	1772.908697	725.305217	2657.026215	994.902327	1930.2739	1727.310035	1296.854227	1887.032161	2238.840288	1697.403744	2167.592645	1827.99593	1751.045526	1720.40122	2064.421472	1838.849718	1812.736434	1922.920729	1935.952053	2008.956093	1812.015078	2010.555963	2086.464076	2132.20103	1906.008849	2145.736433	1998.784139	2084.486072	1931.809728	2366.549223	2340.07477	2196.370647	2064.729132	2205.190625	1991.241009	1892.52327	1931.192852	1870.644672	2037.965747	2069.558687	1856.206215	1928.537006	1802.528065	1985.442829	1884.803294	2068.814521	1996.055108	2032.224552	1946.552019	2076.043492	2028.12967	2107.001855	2130.689831	2107.061483	2107.352515	2064.780683	2095.818357	1998.834104	1995.131592	2056.98062	1881.932791	1969.186432	1938.680435	1949.229091	1857.32105	2046.111377	1836.343052	2365.169024	2001.038104	2067.617373	1908.855757	1974.244188	1932.777853	2137.2297	2088.152795
6.10 Infectious disease: parasitic	118.286407	138.935299	132.55773	86.574351	123.956709	149.401535	163.014701	128.441246	261.284181	234.576073	129.811839	131.36748	128.303946	146.158481	150.797638	69.736304	64.219972	79.579602	145.070115	130.057299	162.096958	145.353979	51.727675	44.792102	67.832793	107.633819	136.308724	181.407436	196.690412	198.284432	173.022465	183.660955	166.705826	153.023655	153.242682	105.277014	96.45576	152.452639	143.586457	134.966153	128.198519	154.748809	151.569212	143.425529	100.93817	157.645122	127.202907	150.772698	135.620329	154.377982	145.103078	136.923306	134.943435	139.25951	141.03081	155.447999	135.805515	155.117087	144.438926	136.278887	138.329193	193.185806	144.230288	172.696839	116.041692	145.71804	116.852452	149.946511	150.199493	111.612141	142.549163	129.402121	139.297719	142.137773	150.135876	128.452974	138.612913	135.067503	93.463212	191.305237	243.856222	161.484112	168.090737	169.869028	175.052572	99.686447	142.814	57.200568	270.581909	69.354104	36.211866	199.978369	186.436092	154.695427	98.722511	112.166393	153.017251	111.126159	120.576749	128.050359	242.981733	157.1988	117.644385	98.291567	90.18738	57.196922	156.47344	120.873618	129.416904	150.90301	125.799364	122.702972	141.996209	169.749523	146.342763	117.290948	173.863044	181.468107	153.484909	121.532965	122.781263	146.061555	77.211847	140.571775	95.658189	139.859682	102.20511	108.363141	50.334891	53.231968	44.571042	7.268211	145.430459	30.053601	46.871528	48.194807	46.124467	253.049631	82.218462	95.895129	139.313852	96.499244	100.658299	47.810336	105.9126	83.404712	64.342817	128.497375	103.039341	274.134266	97.842929	100.697766	127.874615	127.490636	103.165091	148.61204	99.44721	120.459428	100.36914	217.31854	228.175246	126.515849	95.566447	119.017703	85.538794	100.377204	149.051922	116.280394	60.543011	71.849879	108.335104	120.516171	147.96866	82.870798	173.683077	88.994192	85.766592	83.401278	68.765731	135.917772	93.297391	104.717988	107.954155	129.89773	130.547703	104.757623	125.73445	78.672431	63.415513	75.723445	43.107413	116.90085	76.640766	73.933374	80.24208	81.104322	57.547552	66.491204	69.267228	82.009539	51.611876	40.974435	72.298378	94.266498	198.181803
6.11 Drug resistance: antimicrobial	5474.443739	5362.01854	5405.25765	5471.27999	5640.694917	5262.691546	5466.943625	6147.381105	6255.472236	6165.958613	5587.990287	5699.098338	5653.303633	5902.019148	5985.08657	6453.311156	6328.61478	5827.641347	6365.309759	6310.164676	6697.812575	6197.209966	6270.829523	6282.003363	6110.104615	6395.710462	6477.20998	5165.607215	5230.845476	5065.314899	5395.687865	5217.688319	5271.500456	6883.049519	6801.404284	6816.321971	6801.447041	6753.636759	6715.215145	6502.853198	6551.427965	6912.912711	6812.739177	6707.861291	6763.978235	6619.403678	6493.198989	7216.200124	7374.428246	7142.448398	7366.865163	7421.437167	7655.613309	7468.278932	7488.194227	7132.742491	7357.07313	7200.697537	7409.70322	7616.145421	7497.808139	5748.537425	5589.366481	5627.700902	6172.02144	6004.463615	5983.711512	5586.56608	5508.413374	5605.104959	5847.872565	5495.527279	5644.124167	6194.427949	5885.846929	5562.932145	5693.3348	5476.7542	5458.753094	6111.8791	5192.309238	5896.929869	6055.574341	5556.206935	5876.834613	5988.056915	5746.384183	5933.749644	8711.063375	6848.530174	6336.156936	4508.616266	4565.43008	5280.530048	5312.68828	5335.352039	5342.516426	5220.683132	5334.640801	5745.877592	4838.049963	5092.748476	5308.281416	5755.174977	5854.050291	5949.428007	5375.014379	5216.487558	5063.82314	5119.89986	5412.832433	5052.943674	6094.177397	5113.126946	5086.102424	5736.539335	4966.972705	4434.090254	5029.205529	4918.847076	5536.248312	6226.523858	6187.151101	6116.30727	6538.938186	6470.783442	6376.180945	5946.948619	3807.058599	5230.202751	5714.910843	2096.48957	6888.349978	1802.208051	6124.554357	5748.363082	4704.100618	4978.296715	5047.533913	4974.228532	6952.558714	6071.950952	5697.337099	5795.30655	6731.13	5925.070795	6651.581027	5096.764478	5701.233022	4601.493256	5075.601621	6326.63687	5770.563977	6478.572497	6250.546185	6713.278895	6046.537957	6139.979557	5970.891501	6359.641861	6448.040849	6722.84547	6365.404752	6838.108658	6331.252364	5587.809158	5727.695069	5567.476332	6699.795266	6566.410442	5456.215291	5647.74548	5134.638717	6087.676116	4813.675185	6796.343589	6549.742998	6313.55197	6420.022695	5546.532974	7087.82905	6823.970674	6310.340147	6905.67797	6027.873358	6254.679549	6294.051821	6581.342587	6773.45302	6781.8769	6298.528608	6233.199154	6472.431466	6486.851349	6099.137741	6593.215117	6701.426658	7835.630748	6768.743703	6979.478501	6566.196928	6615.791096	6587.301667	7192.062521	6078.022735
6.12 Drug resistance: antineoplastic	1915.381915	2013.412218	2060.65696	1959.497918	1873.015783	1935.087966	1968.498443	2190.093546	2125.668644	2104.454475	2151.933762	1883.960913	2042.645592	1866.321428	1928.572589	1900.48571	1990.199138	1926.841566	1938.72332	1942.911533	1843.525218	1955.295902	1821.768109	1796.920799	1924.799323	1944.106915	1942.593622	2034.236197	2085.400423	2190.828291	2092.764457	2073.8674	2108.617768	1947.057188	1892.968099	1816.891456	1817.294394	1972.506989	1921.322854	1951.768577	1887.075968	1937.068579	1896.008473	1979.925407	1805.095645	1860.866554	1900.842202	1935.578559	1998.273458	2093.561402	1990.954092	1965.170798	1976.902349	2012.066678	1944.804366	2084.185009	2010.711427	1861.303038	2035.736929	1984.298155	1950.174959	1946.537636	1966.95988	2007.498527	1844.783526	1852.807245	1849.276766	1983.525766	1904.912843	2040.222729	1924.472255	1887.484262	1851.132127	1890.682915	1881.999587	1868.440194	1953.939271	2060.156426	1904.4764	2041.360667	2108.39738	1945.980127	2135.83717	2039.632556	2071.494087	2111.979373	1999.17857	1839.678453	1722.543273	1904.801259	2018.584804	2004.936294	2050.825907	1966.614697	1833.39427	1838.859297	1816.407879	1987.595019	1953.692337	1926.279296	1992.220883	2061.812386	1991.075607	1789.726982	1790.763476	1860.25476	1935.887884	1935.189053	2071.16066	1965.691968	1937.418916	1835.068811	1954.521296	2080.554302	2049.044141	2129.417859	2107.376643	2070.801534	1988.608532	1833.470216	1937.372527	2142.275223	2117.683086	2191.969684	2102.047871	2043.912657	2102.711459	1955.939772	1461.072126	3045.249547	2021.593238	909.079798	2703.642071	1180.939916	1970.495895	1914.452406	1412.209783	2307.517892	2621.151188	1873.146022	2058.156497	2087.792117	2006.383536	1927.588033	2045.363051	1981.51805	1989.533111	1882.371851	1946.936617	2269.918746	1923.764651	2150.585323	1986.530155	1955.291624	2014.994815	2126.943413	2049.905199	1951.851005	1966.260062	2278.532604	2233.364841	2118.461622	2137.315705	2091.577889	2127.616447	2075.10181	2158.556663	2141.082765	2118.408299	2192.896323	2045.770239	2018.499301	2134.883068	2157.003843	2072.850118	2093.779316	2081.86713	2020.619323	2151.813454	2141.345751	2107.246866	2120.134907	2149.495194	2199.845727	2156.2692	2121.070263	2095.353918	2007.361109	2086.648088	2040.0958	2035.243245	2105.766434	2047.92479	1960.574438	1900.64186	2031.806533	2008.10688	2234.43974	2020.467634	2126.989497	1962.648919	2009.613705	2037.896315	2108.259264	2328.442887
6.2 Cancer: specific types	448.870592	490.575675	466.723542	472.669749	429.494141	508.066533	465.542844	428.786244	399.029938	411.054043	410.576835	427.433772	412.477312	597.610046	590.195444	425.737111	425.646126	507.963776	540.32398	543.705696	492.263343	591.021103	387.250845	384.640558	452.972225	523.895248	512.584994	484.126475	413.846037	466.92883	516.728663	439.569894	522.376487	403.761795	411.437298	431.996159	428.86319	442.807022	434.332752	453.929089	435.65978	408.328229	395.27425	455.529043	440.869851	414.606488	453.337144	502.730313	468.804092	500.319819	470.257855	531.923962	504.100394	524.404587	500.537941	507.325233	481.37606	532.801072	469.048313	496.281626	505.549386	522.591912	480.12369	512.825077	514.818764	511.735528	517.111937	564.601952	557.439551	569.683753	557.647695	560.818514	531.319164	535.99605	566.655335	573.640673	513.781073	590.853021	477.163204	550.187001	491.867833	515.512445	471.572353	504.452798	490.087578	486.520265	570.617262	430.958356	571.64998	425.729847	395.022754	461.711846	540.448117	525.403571	518.542225	546.044668	503.395499	501.681813	509.815641	458.904861	522.931959	577.736598	528.662549	512.807654	494.44927	475.463678	491.694211	492.818188	537.121726	473.23274	511.45585	473.913906	439.891281	476.840914	498.642822	455.356116	506.148663	480.12827	478.109365	553.782412	448.335842	634.799762	498.270097	565.49457	480.587122	547.712988	495.762137	376.889229	324.728432	825.207294	427.075488	143.087433	536.305764	266.883544	474.55321	374.695248	311.621247	446.77971	556.622733	374.284665	558.720648	427.030346	451.725398	415.79391	478.096157	440.425804	414.546035	394.653156	391.637502	345.681206	364.518481	532.425219	579.791596	545.161331	445.659664	524.112919	523.367897	545.460288	468.135451	679.044346	737.034711	542.880662	550.163571	556.508698	490.420638	448.533608	504.767361	449.614231	432.140152	427.32415	467.512479	473.15086	469.624075	466.57402	491.548001	469.75133	468.153695	472.4165	562.646941	605.457924	483.107089	490.26645	541.918605	504.752879	574.893464	551.01612	534.78928	490.7321	466.305615	486.072587	416.546025	429.985816	428.771715	431.254856	445.879671	439.416701	376.94581	453.05498	421.229952	410.608557	413.180923	421.574359	416.225221	462.452253	390.516057
6.3 Immune disease	366.714882	383.970786	429.410924	368.300304	409.363331	342.848481	363.972197	337.294174	359.998969	343.662719	488.149906	404.719691	456.408833	330.538556	346.284197	462.760207	503.933752	331.081098	374.123954	365.62866	386.932579	347.527373	482.540142	479.189008	493.132406	375.599587	357.084546	326.236845	329.09219	315.716092	315.133196	330.837552	304.201852	434.256434	379.873849	378.57325	365.487364	318.226869	326.821318	355.705073	348.591536	440.341475	382.340251	333.80889	356.984531	314.074796	338.580513	383.085814	386.746396	389.196544	377.886436	424.042468	410.544607	419.808388	374.011515	393.132449	389.969271	388.243738	386.100769	404.776545	372.755016	340.652468	341.79014	342.289746	344.087391	343.391649	372.521718	302.135182	329.346337	236.742549	304.296959	317.166846	322.870236	337.421802	292.852857	321.403475	374.744578	289.320083	317.248996	336.609852	339.092427	367.331946	363.15823	347.762616	356.0262	420.360975	297.780116	455.757116	285.893485	391.375966	575.26024	349.333236	278.664175	323.519221	330.778982	345.96076	291.498367	377.399649	362.651841	380.635762	340.538695	302.057502	338.201072	392.757417	399.954114	330.565194	369.747359	382.30283	321.207653	320.77178	342.572598	333.401252	360.804296	393.639018	345.825339	453.105448	374.235253	387.287578	319.332216	310.611556	346.833928	435.248027	405.278595	439.170536	458.900385	391.097832	407.617742	458.313155	375.686588	411.807098	551.823388	200.683533	543.327189	194.767068	453.268058	504.164142	307.472558	424.333752	392.47483	327.737428	276.824726	455.314078	407.49462	489.449383	384.387611	452.761251	421.728478	348.355911	346.353835	389.187715	319.184887	426.722533	426.968551	391.701196	476.253679	427.0123	406.751429	377.352498	435.193629	249.669982	145.579654	427.01214	443.521691	420.063155	480.102963	436.126492	464.261036	456.517054	458.800755	517.790164	463.550838	389.244646	400.386409	454.457491	416.243744	493.588773	455.449744	438.50862	403.67769	357.223447	501.419046	454.72336	469.384271	454.013725	373.072115	452.926064	433.339984	416.240086	476.99543	448.914138	536.606983	490.692009	520.613393	485.362476	416.022304	491.529097	553.024025	531.503409	476.896506	530.470465	489.17533	535.144375	526.823289	471.443238	382.09034
