sample1	sample2	genes Abundance	Group	sample1	sample2	genus Abundance	Group	sample1	sample2	Kos Abundance	Group
SXCeC5	HNCeC17	0.826245542	WOW	SXCeC5	HNCeC17	0.351298277	WOW	SXCeC5	HNCeC17	0.12539763	WOW
SXCeC6	HNCeC17	0.823177669	WOW	SXCeC6	HNCeC17	0.332678416	WOW	SXCeC6	HNCeC17	0.111409449	WOW
JSCeC1	HNCeC17	0.877179253	WOW	JSCeC1	HNCeC17	0.343157973	WOW	JSCeC1	HNCeC17	0.114156867	WOW
JSCeC2	HNCeC17	0.881154823	WOW	JSCeC2	HNCeC17	0.418669161	WOW	JSCeC2	HNCeC17	0.140406614	WOW
JSCeC3	HNCeC17	0.841416289	WOW	JSCeC3	HNCeC17	0.379756938	WOW	JSCeC3	HNCeC17	0.131565672	WOW
JSCeC4	HNCeC17	0.822991482	WOW	JSCeC4	HNCeC17	0.324573809	WOW	JSCeC4	HNCeC17	0.114445973	WOW
JSCeC5	HNCeC17	0.872242034	WOW	JSCeC5	HNCeC17	0.382635308	WOW	JSCeC5	HNCeC17	0.130553481	WOW
JSCeC6	HNCeC17	0.845732817	WOW	JSCeC6	HNCeC17	0.400752998	WOW	JSCeC6	HNCeC17	0.130841335	WOW
ANCeC1	HNCeC17	0.811940834	WOW	ANCeC1	HNCeC17	0.300665697	WOW	ANCeC1	HNCeC17	0.122605703	WOW
ANCeC2	HNCeC17	0.827212876	WOW	ANCeC2	HNCeC17	0.323178822	WOW	ANCeC2	HNCeC17	0.121942701	WOW
ANCeC3	HNCeC17	0.832373433	WOW	ANCeC3	HNCeC17	0.349322545	WOW	ANCeC3	HNCeC17	0.137172357	WOW
ANCeC4	HNCeC17	0.80970808	WOW	ANCeC4	HNCeC17	0.355687238	WOW	ANCeC4	HNCeC17	0.131651862	WOW
ANCeC5	HNCeC17	0.837431737	WOW	ANCeC5	HNCeC17	0.306739791	WOW	ANCeC5	HNCeC17	0.122538544	WOW
ANCeC6	HNCeC17	0.829136915	WOW	ANCeC6	HNCeC17	0.318318671	WOW	ANCeC6	HNCeC17	0.131038132	WOW
ANCeC7	HNCeC17	0.841386382	WOW	ANCeC7	HNCeC17	0.331131446	WOW	ANCeC7	HNCeC17	0.123812067	WOW
SDCeC1	HNCeC17	0.871805256	WOW	SDCeC1	HNCeC17	0.340144633	WOW	SDCeC1	HNCeC17	0.107692176	WOW
SDCeC2	HNCeC17	0.850619559	WOW	SDCeC2	HNCeC17	0.31399172	WOW	SDCeC2	HNCeC17	0.102251582	WOW
SDCeC3	HNCeC17	0.859715212	WOW	SDCeC3	HNCeC17	0.333958355	WOW	SDCeC3	HNCeC17	0.108346011	WOW
SDCeC4	HNCeC17	0.858106169	WOW	SDCeC4	HNCeC17	0.291879179	WOW	SDCeC4	HNCeC17	0.097165835	WOW
SDCeC5	HNCeC17	0.8343654	WOW	SDCeC5	HNCeC17	0.255491628	WOW	SDCeC5	HNCeC17	0.082475416	WOW
SDCeC6	HNCeC17	0.85326319	WOW	SDCeC6	HNCeC17	0.309121903	WOW	SDCeC6	HNCeC17	0.087311235	WOW
PD70dCeC1	HNCeC17	0.868693311	WOW	PD70dCeC1	HNCeC17	0.407438363	WOW	PD70dCeC1	HNCeC17	0.106529882	WOW
PD70dCeC2	HNCeC17	0.876389418	WOW	PD70dCeC2	HNCeC17	0.450129633	WOW	PD70dCeC2	HNCeC17	0.116194202	WOW
PD70dCeC3	HNCeC17	0.875625991	WOW	PD70dCeC3	HNCeC17	0.432062593	WOW	PD70dCeC3	HNCeC17	0.122535033	WOW
PD70dCeC4	HNCeC17	0.876768442	WOW	PD70dCeC4	HNCeC17	0.436795141	WOW	PD70dCeC4	HNCeC17	0.125675171	WOW
PD70dCeC5	HNCeC17	0.877924618	WOW	PD70dCeC5	HNCeC17	0.450941469	WOW	PD70dCeC5	HNCeC17	0.117975796	WOW
PD70dCeC6	HNCeC17	0.865684314	WOW	PD70dCeC6	HNCeC17	0.413138863	WOW	PD70dCeC6	HNCeC17	0.111693035	WOW
HBCeC1	HNCeC17	0.938129515	WOW	HBCeC1	HNCeC17	0.393664402	WOW	HBCeC1	HNCeC17	0.136719529	WOW
HBCeC2	HNCeC17	0.912937259	WOW	HBCeC2	HNCeC17	0.387150602	WOW	HBCeC2	HNCeC17	0.123664969	WOW
HBCeC3	HNCeC17	0.914849417	WOW	HBCeC3	HNCeC17	0.384504169	WOW	HBCeC3	HNCeC17	0.120173951	WOW
HBCeC4	HNCeC17	0.918373801	WOW	HBCeC4	HNCeC17	0.352632211	WOW	HBCeC4	HNCeC17	0.118621764	WOW
HBCeC5	HNCeC17	0.913988835	WOW	HBCeC5	HNCeC17	0.309805735	WOW	HBCeC5	HNCeC17	0.09990115	WOW
HBCeC6	HNCeC17	0.907401888	WOW	HBCeC6	HNCeC17	0.329582409	WOW	HBCeC6	HNCeC17	0.108432958	WOW
PD70d_CeC1	HNCeC17	0.872925176	WOW	PD70d_CeC1	HNCeC17	0.416664368	WOW	PD70d_CeC1	HNCeC17	0.114516351	WOW
PD70d_CeC2	HNCeC17	0.878839038	WOW	PD70d_CeC2	HNCeC17	0.45536683	WOW	PD70d_CeC2	HNCeC17	0.123456907	WOW
PD70d_CeC3	HNCeC17	0.875775167	WOW	PD70d_CeC3	HNCeC17	0.434212217	WOW	PD70d_CeC3	HNCeC17	0.126025209	WOW
PD70d_CeC4	HNCeC17	0.873524579	WOW	PD70d_CeC4	HNCeC17	0.424793979	WOW	PD70d_CeC4	HNCeC17	0.121328323	WOW
PD70d_CeC5	HNCeC17	0.871749341	WOW	PD70d_CeC5	HNCeC17	0.416409604	WOW	PD70d_CeC5	HNCeC17	0.114221541	WOW
PD70d_CeC6	HNCeC17	0.876994145	WOW	PD70d_CeC6	HNCeC17	0.456318259	WOW	PD70d_CeC6	HNCeC17	0.123409595	WOW
PD70d_CeC7	HNCeC17	0.877042141	WOW	PD70d_CeC7	HNCeC17	0.434526505	WOW	PD70d_CeC7	HNCeC17	0.126120252	WOW
PD70d_CeC8	HNCeC17	0.873091338	WOW	PD70d_CeC8	HNCeC17	0.426939492	WOW	PD70d_CeC8	HNCeC17	0.122266963	WOW
SHCeC1	HNCeC17	0.824450598	WOW	SHCeC1	HNCeC17	0.253263489	WOW	SHCeC1	HNCeC17	0.078416742	WOW
SHCeC12	HNCeC17	0.81399098	WOW	SHCeC12	HNCeC17	0.223261055	WOW	SHCeC12	HNCeC17	0.068087421	WOW
SHCeC15	HNCeC17	0.804144495	WOW	SHCeC15	HNCeC17	0.269058949	WOW	SHCeC15	HNCeC17	0.103056704	WOW
SHCeC16	HNCeC17	0.741728771	WOW	SHCeC16	HNCeC17	0.202952583	WOW	SHCeC16	HNCeC17	0.059852134	WOW
SHCeC17	HNCeC17	0.791339047	WOW	SHCeC17	HNCeC17	0.188243082	WOW	SHCeC17	HNCeC17	0.060255823	WOW
SHCeC18	HNCeC17	0.775925986	WOW	SHCeC18	HNCeC17	0.241817531	WOW	SHCeC18	HNCeC17	0.078884431	WOW
SHCeC24	HNCeC17	0.749919574	WOW	SHCeC24	HNCeC17	0.243042861	WOW	SHCeC24	HNCeC17	0.069608161	WOW
SHCeC26	HNCeC17	0.794755401	WOW	SHCeC26	HNCeC17	0.241597889	WOW	SHCeC26	HNCeC17	0.071565356	WOW
SHCeC27	HNCeC17	0.795826173	WOW	SHCeC27	HNCeC17	0.210013127	WOW	SHCeC27	HNCeC17	0.063068402	WOW
SHCeC28	HNCeC17	0.794121224	WOW	SHCeC28	HNCeC17	0.198114689	WOW	SHCeC28	HNCeC17	0.066051515	WOW
SHCeC4	HNCeC17	0.819627206	WOW	SHCeC4	HNCeC17	0.26970262	WOW	SHCeC4	HNCeC17	0.085887507	WOW
SHCeC7	HNCeC17	0.817325992	WOW	SHCeC7	HNCeC17	0.220796801	WOW	SHCeC7	HNCeC17	0.076384443	WOW
MD70dCeC1	HNCeC17	0.907692419	WOW	MD70dCeC1	HNCeC17	0.309341654	WOW	MD70dCeC1	HNCeC17	0.112816491	WOW
MD70dCeC2	HNCeC17	0.929543652	WOW	MD70dCeC2	HNCeC17	0.331349356	WOW	MD70dCeC2	HNCeC17	0.122142425	WOW
MD70dCeC3	HNCeC17	0.95080995	WOW	MD70dCeC3	HNCeC17	0.464494971	WOW	MD70dCeC3	HNCeC17	0.130966834	WOW
MD70dCeC4	HNCeC17	0.920256483	WOW	MD70dCeC4	HNCeC17	0.377498612	WOW	MD70dCeC4	HNCeC17	0.127033855	WOW
MD70dCeC5	HNCeC17	0.907123645	WOW	MD70dCeC5	HNCeC17	0.310753589	WOW	MD70dCeC5	HNCeC17	0.111696907	WOW
MD70dCeC6	HNCeC17	0.952143905	WOW	MD70dCeC6	HNCeC17	0.464821518	WOW	MD70dCeC6	HNCeC17	0.133099485	WOW
MD70d_CeC1	HNCeC17	0.908636083	WOW	MD70d_CeC1	HNCeC17	0.330165239	WOW	MD70d_CeC1	HNCeC17	0.108923812	WOW
MD70d_CeC2	HNCeC17	0.928669698	WOW	MD70d_CeC2	HNCeC17	0.33595446	WOW	MD70d_CeC2	HNCeC17	0.125238857	WOW
MD70d_CeC3	HNCeC17	0.953074131	WOW	MD70d_CeC3	HNCeC17	0.466636846	WOW	MD70d_CeC3	HNCeC17	0.141819103	WOW
MD70d_CeC4	HNCeC17	0.921012375	WOW	MD70d_CeC4	HNCeC17	0.37431236	WOW	MD70d_CeC4	HNCeC17	0.130498039	WOW
MD70d_CeC5	HNCeC17	0.905949421	WOW	MD70d_CeC5	HNCeC17	0.328124517	WOW	MD70d_CeC5	HNCeC17	0.108939195	WOW
MD70d_CeC6	HNCeC17	0.930245655	WOW	MD70d_CeC6	HNCeC17	0.332581054	WOW	MD70d_CeC6	HNCeC17	0.123813004	WOW
MD70d_CeC7	HNCeC17	0.952300703	WOW	MD70d_CeC7	HNCeC17	0.464326152	WOW	MD70d_CeC7	HNCeC17	0.142050759	WOW
MD70d_CeC8	HNCeC17	0.921194923	WOW	MD70d_CeC8	HNCeC17	0.374783993	WOW	MD70d_CeC8	HNCeC17	0.130284359	WOW
WNCeC1L	HNCeC18	0.873767204	WOW	WNCeC1L	HNCeC18	0.49278538	WOW	WNCeC1L	HNCeC18	0.188646893	WOW
WNCeC2L	HNCeC18	0.908191627	WOW	WNCeC2L	HNCeC18	0.482096363	WOW	WNCeC2L	HNCeC18	0.162560992	WOW
WNFCeC1L	HNCeC18	0.897861596	WOW	WNFCeC1L	HNCeC18	0.477226941	WOW	WNFCeC1L	HNCeC18	0.180136313	WOW
WNFCeC2L	HNCeC18	0.968835996	WOW	WNFCeC2L	HNCeC18	0.710955967	WOW	WNFCeC2L	HNCeC18	0.334954489	WOW
WNFCeC3L	HNCeC18	0.91979646	WOW	WNFCeC3L	HNCeC18	0.515625689	WOW	WNFCeC3L	HNCeC18	0.169399846	WOW
WNFCeC4L	HNCeC18	0.826593579	WOW	WNFCeC4L	HNCeC18	0.480261301	WOW	WNFCeC4L	HNCeC18	0.184712793	WOW
HNCeC10	HNCeC18	0.482804375	WOW	HNCeC10	HNCeC18	0.0780858	WOW	HNCeC10	HNCeC18	0.031080794	WOW
HNCeC11	HNCeC18	0.4598173	WOW	HNCeC11	HNCeC18	0.077542743	WOW	HNCeC11	HNCeC18	0.027317181	WOW
HNCeC12	HNCeC18	0.72896471	WOW	HNCeC12	HNCeC18	0.348155098	WOW	HNCeC12	HNCeC18	0.14456506	WOW
HNCeC13	HNCeC18	0.72419589	WOW	HNCeC13	HNCeC18	0.360524166	WOW	HNCeC13	HNCeC18	0.148893572	WOW
HNCeC14	HNCeC18	0.733502118	WOW	HNCeC14	HNCeC18	0.307709419	WOW	HNCeC14	HNCeC18	0.125122978	WOW
HNCeC15	HNCeC18	0.594796267	WOW	HNCeC15	HNCeC18	0.144548521	WOW	HNCeC15	HNCeC18	0.053450398	WOW
HNCeC16	HNCeC18	0.491144507	WOW	HNCeC16	HNCeC18	0.108104966	WOW	HNCeC16	HNCeC18	0.041057274	WOW
HNCeC17	HNCeC18	0.691756168	WOW	HNCeC17	HNCeC18	0.177746135	WOW	HNCeC17	HNCeC18	0.05720586	WOW
HNCeC4	HNCeC18	0.790778534	WOW	HNCeC4	HNCeC18	0.432851798	WOW	HNCeC4	HNCeC18	0.177556899	WOW
HNCeC5	HNCeC18	0.764540152	WOW	HNCeC5	HNCeC18	0.432497651	WOW	HNCeC5	HNCeC18	0.185137802	WOW
HNCeC6	HNCeC18	0.610967743	WOW	HNCeC6	HNCeC18	0.367846191	WOW	HNCeC6	HNCeC18	0.145424823	WOW
HNCeC7	HNCeC18	0.689123835	WOW	HNCeC7	HNCeC18	0.160909954	WOW	HNCeC7	HNCeC18	0.059673668	WOW
HNCeC8	HNCeC18	0.721041305	WOW	HNCeC8	HNCeC18	0.247978059	WOW	HNCeC8	HNCeC18	0.073133519	WOW
SXCeC1	HNCeC18	0.852459233	WOW	SXCeC1	HNCeC18	0.284876638	WOW	SXCeC1	HNCeC18	0.097638006	WOW
SXCeC2	HNCeC18	0.854141856	WOW	SXCeC2	HNCeC18	0.342398368	WOW	SXCeC2	HNCeC18	0.120189466	WOW
SXCeC3	HNCeC18	0.856229562	WOW	SXCeC3	HNCeC18	0.276390354	WOW	SXCeC3	HNCeC18	0.097083202	WOW
SXCeC4	HNCeC18	0.85137198	WOW	SXCeC4	HNCeC18	0.265674476	WOW	SXCeC4	HNCeC18	0.092531896	WOW
SXCeC5	HNCeC18	0.848749449	WOW	SXCeC5	HNCeC18	0.274000858	WOW	SXCeC5	HNCeC18	0.108568683	WOW
SXCeC6	HNCeC18	0.836741528	WOW	SXCeC6	HNCeC18	0.266381612	WOW	SXCeC6	HNCeC18	0.09543251	WOW
JSCeC1	HNCeC18	0.883807347	WOW	JSCeC1	HNCeC18	0.267785814	WOW	JSCeC1	HNCeC18	0.098102204	WOW
JSCeC2	HNCeC18	0.875072715	WOW	JSCeC2	HNCeC18	0.383107283	WOW	JSCeC2	HNCeC18	0.126174797	WOW
JSCeC3	HNCeC18	0.84865973	WOW	JSCeC3	HNCeC18	0.311218188	WOW	JSCeC3	HNCeC18	0.115087156	WOW
JSCeC4	HNCeC18	0.826685015	WOW	JSCeC4	HNCeC18	0.248060544	WOW	JSCeC4	HNCeC18	0.097712315	WOW
JSCeC5	HNCeC18	0.869998143	WOW	JSCeC5	HNCeC18	0.34331407	WOW	JSCeC5	HNCeC18	0.115733064	WOW
JSCeC6	HNCeC18	0.840403905	WOW	JSCeC6	HNCeC18	0.328767236	WOW	JSCeC6	HNCeC18	0.115387774	WOW
ANCeC1	HNCeC18	0.796430378	WOW	ANCeC1	HNCeC18	0.265094826	WOW	ANCeC1	HNCeC18	0.108536184	WOW
ANCeC2	HNCeC18	0.793864594	WOW	ANCeC2	HNCeC18	0.264756549	WOW	ANCeC2	HNCeC18	0.100860261	WOW
ANCeC3	HNCeC18	0.806106927	WOW	ANCeC3	HNCeC18	0.308982921	WOW	ANCeC3	HNCeC18	0.119259655	WOW
ANCeC4	HNCeC18	0.817734988	WOW	ANCeC4	HNCeC18	0.326163686	WOW	ANCeC4	HNCeC18	0.121041296	WOW
ANCeC5	HNCeC18	0.797299092	WOW	ANCeC5	HNCeC18	0.291927901	WOW	ANCeC5	HNCeC18	0.10883812	WOW
ANCeC6	HNCeC18	0.772397215	WOW	ANCeC6	HNCeC18	0.262606083	WOW	ANCeC6	HNCeC18	0.110852265	WOW
ANCeC7	HNCeC18	0.794983489	WOW	ANCeC7	HNCeC18	0.272298127	WOW	ANCeC7	HNCeC18	0.103450721	WOW
SDCeC1	HNCeC18	0.861482128	WOW	SDCeC1	HNCeC18	0.293260729	WOW	SDCeC1	HNCeC18	0.098108634	WOW
SDCeC2	HNCeC18	0.871865422	WOW	SDCeC2	HNCeC18	0.281100009	WOW	SDCeC2	HNCeC18	0.097687816	WOW
SDCeC3	HNCeC18	0.860498603	WOW	SDCeC3	HNCeC18	0.277623113	WOW	SDCeC3	HNCeC18	0.095378166	WOW
SDCeC4	HNCeC18	0.877053758	WOW	SDCeC4	HNCeC18	0.265924964	WOW	SDCeC4	HNCeC18	0.097116048	WOW
SDCeC5	HNCeC18	0.844905318	WOW	SDCeC5	HNCeC18	0.222304871	WOW	SDCeC5	HNCeC18	0.078380364	WOW
SDCeC6	HNCeC18	0.853188059	WOW	SDCeC6	HNCeC18	0.253222193	WOW	SDCeC6	HNCeC18	0.079806963	WOW
PD70dCeC1	HNCeC18	0.889985294	WOW	PD70dCeC1	HNCeC18	0.370392094	WOW	PD70dCeC1	HNCeC18	0.102419155	WOW
PD70dCeC2	HNCeC18	0.883131148	WOW	PD70dCeC2	HNCeC18	0.389800822	WOW	PD70dCeC2	HNCeC18	0.109668046	WOW
PD70dCeC3	HNCeC18	0.88254242	WOW	PD70dCeC3	HNCeC18	0.379263792	WOW	PD70dCeC3	HNCeC18	0.114374545	WOW
PD70dCeC4	HNCeC18	0.883669198	WOW	PD70dCeC4	HNCeC18	0.384771531	WOW	PD70dCeC4	HNCeC18	0.117277619	WOW
PD70dCeC5	HNCeC18	0.88427881	WOW	PD70dCeC5	HNCeC18	0.391648424	WOW	PD70dCeC5	HNCeC18	0.109999822	WOW
PD70dCeC6	HNCeC18	0.885692748	WOW	PD70dCeC6	HNCeC18	0.377587335	WOW	PD70dCeC6	HNCeC18	0.106209063	WOW
HBCeC1	HNCeC18	0.936695467	WOW	HBCeC1	HNCeC18	0.333932427	WOW	HBCeC1	HNCeC18	0.135426535	WOW
HBCeC2	HNCeC18	0.906440225	WOW	HBCeC2	HNCeC18	0.32608747	WOW	HBCeC2	HNCeC18	0.105998433	WOW
HBCeC3	HNCeC18	0.909515293	WOW	HBCeC3	HNCeC18	0.324568547	WOW	HBCeC3	HNCeC18	0.105863613	WOW
HBCeC4	HNCeC18	0.937268305	WOW	HBCeC4	HNCeC18	0.296906132	WOW	HBCeC4	HNCeC18	0.115557645	WOW
HBCeC5	HNCeC18	0.928706754	WOW	HBCeC5	HNCeC18	0.28460917	WOW	HBCeC5	HNCeC18	0.105107286	WOW
HBCeC6	HNCeC18	0.927121309	WOW	HBCeC6	HNCeC18	0.285092542	WOW	HBCeC6	HNCeC18	0.108046232	WOW
PD70d_CeC1	HNCeC18	0.895391423	WOW	PD70d_CeC1	HNCeC18	0.385060556	WOW	PD70d_CeC1	HNCeC18	0.107518997	WOW
PD70d_CeC2	HNCeC18	0.885908194	WOW	PD70d_CeC2	HNCeC18	0.400525219	WOW	PD70d_CeC2	HNCeC18	0.112651314	WOW
PD70d_CeC3	HNCeC18	0.883961659	WOW	PD70d_CeC3	HNCeC18	0.385356942	WOW	PD70d_CeC3	HNCeC18	0.115103206	WOW
PD70d_CeC4	HNCeC18	0.892581193	WOW	PD70d_CeC4	HNCeC18	0.391409534	WOW	PD70d_CeC4	HNCeC18	0.112840541	WOW
PD70d_CeC5	HNCeC18	0.894141776	WOW	PD70d_CeC5	HNCeC18	0.384991202	WOW	PD70d_CeC5	HNCeC18	0.107263416	WOW
PD70d_CeC6	HNCeC18	0.883697644	WOW	PD70d_CeC6	HNCeC18	0.401529665	WOW	PD70d_CeC6	HNCeC18	0.11308595	WOW
PD70d_CeC7	HNCeC18	0.885278261	WOW	PD70d_CeC7	HNCeC18	0.386047164	WOW	PD70d_CeC7	HNCeC18	0.11539336	WOW
PD70d_CeC8	HNCeC18	0.891868089	WOW	PD70d_CeC8	HNCeC18	0.393805659	WOW	PD70d_CeC8	HNCeC18	0.11327611	WOW
SHCeC1	HNCeC18	0.748181147	WOW	SHCeC1	HNCeC18	0.219307512	WOW	SHCeC1	HNCeC18	0.065032937	WOW
SHCeC12	HNCeC18	0.730242968	WOW	SHCeC12	HNCeC18	0.174180881	WOW	SHCeC12	HNCeC18	0.060657312	WOW
SHCeC15	HNCeC18	0.76655172	WOW	SHCeC15	HNCeC18	0.250728909	WOW	SHCeC15	HNCeC18	0.091947853	WOW
SHCeC16	HNCeC18	0.713117529	WOW	SHCeC16	HNCeC18	0.182410101	WOW	SHCeC16	HNCeC18	0.054058554	WOW
SHCeC17	HNCeC18	0.743690934	WOW	SHCeC17	HNCeC18	0.171565157	WOW	SHCeC17	HNCeC18	0.058938699	WOW
SHCeC18	HNCeC18	0.780032417	WOW	SHCeC18	HNCeC18	0.236767386	WOW	SHCeC18	HNCeC18	0.08093955	WOW
SHCeC24	HNCeC18	0.769930872	WOW	SHCeC24	HNCeC18	0.242068144	WOW	SHCeC24	HNCeC18	0.072725311	WOW
SHCeC26	HNCeC18	0.733644376	WOW	SHCeC26	HNCeC18	0.217519302	WOW	SHCeC26	HNCeC18	0.063696673	WOW
SHCeC27	HNCeC18	0.716249845	WOW	SHCeC27	HNCeC18	0.176898594	WOW	SHCeC27	HNCeC18	0.051394286	WOW
SHCeC28	HNCeC18	0.746415255	WOW	SHCeC28	HNCeC18	0.197290073	WOW	SHCeC28	HNCeC18	0.063694826	WOW
SHCeC4	HNCeC18	0.766793196	WOW	SHCeC4	HNCeC18	0.223135296	WOW	SHCeC4	HNCeC18	0.069062145	WOW
SHCeC7	HNCeC18	0.792546555	WOW	SHCeC7	HNCeC18	0.237710107	WOW	SHCeC7	HNCeC18	0.076132538	WOW
MD70dCeC1	HNCeC18	0.916920169	WOW	MD70dCeC1	HNCeC18	0.281949365	WOW	MD70dCeC1	HNCeC18	0.110854451	WOW
MD70dCeC2	HNCeC18	0.937596224	WOW	MD70dCeC2	HNCeC18	0.315107175	WOW	MD70dCeC2	HNCeC18	0.12264087	WOW
MD70dCeC3	HNCeC18	0.947677072	WOW	MD70dCeC3	HNCeC18	0.437435285	WOW	MD70dCeC3	HNCeC18	0.125340005	WOW
MD70dCeC4	HNCeC18	0.92629467	WOW	MD70dCeC4	HNCeC18	0.337605233	WOW	MD70dCeC4	HNCeC18	0.124329413	WOW
MD70dCeC5	HNCeC18	0.916232044	WOW	MD70dCeC5	HNCeC18	0.281596856	WOW	MD70dCeC5	HNCeC18	0.109500171	WOW
MD70dCeC6	HNCeC18	0.949055454	WOW	MD70dCeC6	HNCeC18	0.437738832	WOW	MD70dCeC6	HNCeC18	0.12896914	WOW
MD70d_CeC1	HNCeC18	0.918876264	WOW	MD70d_CeC1	HNCeC18	0.293711245	WOW	MD70d_CeC1	HNCeC18	0.103616462	WOW
MD70d_CeC2	HNCeC18	0.937720244	WOW	MD70d_CeC2	HNCeC18	0.320792928	WOW	MD70d_CeC2	HNCeC18	0.122257865	WOW
MD70d_CeC3	HNCeC18	0.950857104	WOW	MD70d_CeC3	HNCeC18	0.436821721	WOW	MD70d_CeC3	HNCeC18	0.13203346	WOW
MD70d_CeC4	HNCeC18	0.92787197	WOW	MD70d_CeC4	HNCeC18	0.333115967	WOW	MD70d_CeC4	HNCeC18	0.12324025	WOW
MD70d_CeC5	HNCeC18	0.916013705	WOW	MD70d_CeC5	HNCeC18	0.292086272	WOW	MD70d_CeC5	HNCeC18	0.103274303	WOW
MD70d_CeC6	HNCeC18	0.939159096	WOW	MD70d_CeC6	HNCeC18	0.317962833	WOW	MD70d_CeC6	HNCeC18	0.121302864	WOW
MD70d_CeC7	HNCeC18	0.949972572	WOW	MD70d_CeC7	HNCeC18	0.434490525	WOW	MD70d_CeC7	HNCeC18	0.131617955	WOW
MD70d_CeC8	HNCeC18	0.928147046	WOW	MD70d_CeC8	HNCeC18	0.333388482	WOW	MD70d_CeC8	HNCeC18	0.123637662	WOW
WNCeC1L	HNCeC4	0.788821669	WOW	WNCeC1L	HNCeC4	0.319091676	WOW	WNCeC1L	HNCeC4	0.147745552	WOW
WNCeC2L	HNCeC4	0.880810208	WOW	WNCeC2L	HNCeC4	0.44255318	WOW	WNCeC2L	HNCeC4	0.178758348	WOW
WNFCeC1L	HNCeC4	0.761625158	WOW	WNFCeC1L	HNCeC4	0.273587792	WOW	WNFCeC1L	HNCeC4	0.093572715	WOW
WNFCeC2L	HNCeC4	0.951328281	WOW	WNFCeC2L	HNCeC4	0.705570999	WOW	WNFCeC2L	HNCeC4	0.359296685	WOW
WNFCeC3L	HNCeC4	0.787218735	WOW	WNFCeC3L	HNCeC4	0.331019412	WOW	WNFCeC3L	HNCeC4	0.156039295	WOW
WNFCeC4L	HNCeC4	0.725808793	WOW	WNFCeC4L	HNCeC4	0.211129415	WOW	WNFCeC4L	HNCeC4	0.103383143	WOW
HNCeC10	HNCeC4	0.821998009	WOW	HNCeC10	HNCeC4	0.442948186	WOW	HNCeC10	HNCeC4	0.181268435	WOW
HNCeC11	HNCeC4	0.77901453	WOW	HNCeC11	HNCeC4	0.430204908	WOW	HNCeC11	HNCeC4	0.176784273	WOW
HNCeC12	HNCeC4	0.562127073	WOW	HNCeC12	HNCeC4	0.153419964	WOW	HNCeC12	HNCeC4	0.063396277	WOW
HNCeC13	HNCeC4	0.54674852	WOW	HNCeC13	HNCeC4	0.14560978	WOW	HNCeC13	HNCeC4	0.051572323	WOW
HNCeC14	HNCeC4	0.71843944	WOW	HNCeC14	HNCeC4	0.371030673	WOW	HNCeC14	HNCeC4	0.147290237	WOW
HNCeC15	HNCeC4	0.725159121	WOW	HNCeC15	HNCeC4	0.381281956	WOW	HNCeC15	HNCeC4	0.158534679	WOW
HNCeC16	HNCeC4	0.730494608	WOW	HNCeC16	HNCeC4	0.388189319	WOW	HNCeC16	HNCeC4	0.158920625	WOW
HNCeC17	HNCeC4	0.654776945	WOW	HNCeC17	HNCeC4	0.403036854	WOW	HNCeC17	HNCeC4	0.169287443	WOW
HNCeC18	HNCeC4	0.790778534	WOW	HNCeC18	HNCeC4	0.432851798	WOW	HNCeC18	HNCeC4	0.177556899	WOW
HNCeC5	HNCeC4	0.513018967	WOW	HNCeC5	HNCeC4	0.175858035	WOW	HNCeC5	HNCeC4	0.043486105	WOW
HNCeC6	HNCeC4	0.727385068	WOW	HNCeC6	HNCeC4	0.221454087	WOW	HNCeC6	HNCeC4	0.071629691	WOW
HNCeC7	HNCeC4	0.700221441	WOW	HNCeC7	HNCeC4	0.355807903	WOW	HNCeC7	HNCeC4	0.146945732	WOW
HNCeC8	HNCeC4	0.677218987	WOW	HNCeC8	HNCeC4	0.353908745	WOW	HNCeC8	HNCeC4	0.153385614	WOW
SXCeC1	HNCeC4	0.846517835	WOW	SXCeC1	HNCeC4	0.479826428	WOW	SXCeC1	HNCeC4	0.187867793	WOW
SXCeC2	HNCeC4	0.891359673	WOW	SXCeC2	HNCeC4	0.51008569	WOW	SXCeC2	HNCeC4	0.190879884	WOW
SXCeC3	HNCeC4	0.85846872	WOW	SXCeC3	HNCeC4	0.499294628	WOW	SXCeC3	HNCeC4	0.191902081	WOW
SXCeC4	HNCeC4	0.863408293	WOW	SXCeC4	HNCeC4	0.484386115	WOW	SXCeC4	HNCeC4	0.18436287	WOW
SXCeC5	HNCeC4	0.846651397	WOW	SXCeC5	HNCeC4	0.480939973	WOW	SXCeC5	HNCeC4	0.18058679	WOW
SXCeC6	HNCeC4	0.853042228	WOW	SXCeC6	HNCeC4	0.480517865	WOW	SXCeC6	HNCeC4	0.18402364	WOW
JSCeC1	HNCeC4	0.90404687	WOW	JSCeC1	HNCeC4	0.505578038	WOW	JSCeC1	HNCeC4	0.189785939	WOW
JSCeC2	HNCeC4	0.912119749	WOW	JSCeC2	HNCeC4	0.575026123	WOW	JSCeC2	HNCeC4	0.223816318	WOW
JSCeC3	HNCeC4	0.874535137	WOW	JSCeC3	HNCeC4	0.514547859	WOW	JSCeC3	HNCeC4	0.206764854	WOW
JSCeC4	HNCeC4	0.850652008	WOW	JSCeC4	HNCeC4	0.458133977	WOW	JSCeC4	HNCeC4	0.18967516	WOW
