sample1	sample2	genes Abundance	Group	sample1	sample2	genus Abundance	Group	sample1	sample2	Kos Abundance	Group
GZCeC-28	WHYCeC2L	0.853649556	WW	GZCeC-28	WHYCeC2L	0.512234059	WW	GZCeC-28	WHYCeC2L	0.242688608	WW
GZCeC-29	WHYCeC2L	0.985063324	WW	GZCeC-29	WHYCeC2L	0.922714036	WW	GZCeC-29	WHYCeC2L	0.790010032	WW
GZCeC-30	WHYCeC2L	0.830315279	WW	GZCeC-30	WHYCeC2L	0.334777575	WW	GZCeC-30	WHYCeC2L	0.139572806	WW
GZCeC-6	WHYCeC2L	0.764425766	WW	GZCeC-6	WHYCeC2L	0.208143485	WW	GZCeC-6	WHYCeC2L	0.127050425	WW
GZCeC-7	WHYCeC2L	0.858707508	WW	GZCeC-7	WHYCeC2L	0.452789392	WW	GZCeC-7	WHYCeC2L	0.352952305	WW
GZCeC-8	WHYCeC2L	0.910307016	WW	GZCeC-8	WHYCeC2L	0.587094602	WW	GZCeC-8	WHYCeC2L	0.216878986	WW
GZCeC-9	WHYCeC2L	0.906058142	WW	GZCeC-9	WHYCeC2L	0.718173336	WW	GZCeC-9	WHYCeC2L	0.30421472	WW
SSCeC-1	WHYCeC2L	0.705949794	WW	SSCeC-1	WHYCeC2L	0.305655014	WW	SSCeC-1	WHYCeC2L	0.098839262	WW
SSCeC-10	WHYCeC2L	0.806234338	WW	SSCeC-10	WHYCeC2L	0.398847807	WW	SSCeC-10	WHYCeC2L	0.126649539	WW
SSCeC-2	WHYCeC2L	0.75326118	WW	SSCeC-2	WHYCeC2L	0.333142416	WW	SSCeC-2	WHYCeC2L	0.106673236	WW
SSCeC-3	WHYCeC2L	0.652019612	WW	SSCeC-3	WHYCeC2L	0.224282854	WW	SSCeC-3	WHYCeC2L	0.082001441	WW
SSCeC-4	WHYCeC2L	0.62897505	WW	SSCeC-4	WHYCeC2L	0.235167533	WW	SSCeC-4	WHYCeC2L	0.078620845	WW
SSCeC-5	WHYCeC2L	0.736414228	WW	SSCeC-5	WHYCeC2L	0.309009233	WW	SSCeC-5	WHYCeC2L	0.111527739	WW
SSCeC-6	WHYCeC2L	0.789343508	WW	SSCeC-6	WHYCeC2L	0.346768601	WW	SSCeC-6	WHYCeC2L	0.154994096	WW
SSCeC-7	WHYCeC2L	0.809198839	WW	SSCeC-7	WHYCeC2L	0.435725484	WW	SSCeC-7	WHYCeC2L	0.15398934	WW
SSCeC-8	WHYCeC2L	0.637235707	WW	SSCeC-8	WHYCeC2L	0.222556648	WW	SSCeC-8	WHYCeC2L	0.088163917	WW
SSCeC-9	WHYCeC2L	0.869409051	WW	SSCeC-9	WHYCeC2L	0.517493836	WW	SSCeC-9	WHYCeC2L	0.182456897	WW
SDQCeC1R	WHYCeC2L	0.678016493	WW	SDQCeC1R	WHYCeC2L	0.306726483	WW	SDQCeC1R	WHYCeC2L	0.112737022	WW
SDQCeC4R	WHYCeC2L	0.694123021	WW	SDQCeC4R	WHYCeC2L	0.293953064	WW	SDQCeC4R	WHYCeC2L	0.102631028	WW
SDQCeC5L	WHYCeC2L	0.768644861	WW	SDQCeC5L	WHYCeC2L	0.538024271	WW	SDQCeC5L	WHYCeC2L	0.227455964	WW
SDQCeC7R	WHYCeC2L	0.871869496	WW	SDQCeC7R	WHYCeC2L	0.65421444	WW	SDQCeC7R	WHYCeC2L	0.276577267	WW
SDQCeC8R	WHYCeC2L	0.581126799	WW	SDQCeC8R	WHYCeC2L	0.211604985	WW	SDQCeC8R	WHYCeC2L	0.082307546	WW
SDQCeC9R	WHYCeC2L	0.619019819	WW	SDQCeC9R	WHYCeC2L	0.221510785	WW	SDQCeC9R	WHYCeC2L	0.079466585	WW
SDQCeC10L	WHYCeC2L	0.554084694	WW	SDQCeC10L	WHYCeC2L	0.230115712	WW	SDQCeC10L	WHYCeC2L	0.093000496	WW
SDQCeC11L	WHYCeC2L	0.77081344	WW	SDQCeC11L	WHYCeC2L	0.346640723	WW	SDQCeC11L	WHYCeC2L	0.146934203	WW
FJCeC1	WHYCeC2L	0.819036306	WW	FJCeC1	WHYCeC2L	0.349958744	WW	FJCeC1	WHYCeC2L	0.129666143	WW
FJCeC2	WHYCeC2L	0.754268309	WW	FJCeC2	WHYCeC2L	0.265968969	WW	FJCeC2	WHYCeC2L	0.101301319	WW
FJCeC3	WHYCeC2L	0.816736974	WW	FJCeC3	WHYCeC2L	0.321266635	WW	FJCeC3	WHYCeC2L	0.114343964	WW
FJCeC4	WHYCeC2L	0.618080358	WW	FJCeC4	WHYCeC2L	0.253065548	WW	FJCeC4	WHYCeC2L	0.097490317	WW
FJCeC5	WHYCeC2L	0.745088957	WW	FJCeC5	WHYCeC2L	0.409931384	WW	FJCeC5	WHYCeC2L	0.156479949	WW
FJCeC6	WHYCeC2L	0.745100642	WW	FJCeC6	WHYCeC2L	0.33935541	WW	FJCeC6	WHYCeC2L	0.12495896	WW
HEBCeC-10	WHYCeC2L	0.880563914	WW	HEBCeC-10	WHYCeC2L	0.580839798	WW	HEBCeC-10	WHYCeC2L	0.338238224	WW
HEBCeC-15	WHYCeC2L	0.686438741	WW	HEBCeC-15	WHYCeC2L	0.360684	WW	HEBCeC-15	WHYCeC2L	0.152843653	WW
HEBCeC-17	WHYCeC2L	0.706196302	WW	HEBCeC-17	WHYCeC2L	0.208937075	WW	HEBCeC-17	WHYCeC2L	0.080988103	WW
HEBCeC-18	WHYCeC2L	0.79098739	WW	HEBCeC-18	WHYCeC2L	0.303432166	WW	HEBCeC-18	WHYCeC2L	0.118126752	WW
HEBCeC-21	WHYCeC2L	0.715204264	WW	HEBCeC-21	WHYCeC2L	0.200584433	WW	HEBCeC-21	WHYCeC2L	0.096811024	WW
HEBCeC-22	WHYCeC2L	0.705148617	WW	HEBCeC-22	WHYCeC2L	0.253788919	WW	HEBCeC-22	WHYCeC2L	0.106278074	WW
HEBCeC-25	WHYCeC2L	0.757526568	WW	HEBCeC-25	WHYCeC2L	0.230899893	WW	HEBCeC-25	WHYCeC2L	0.087254766	WW
HEBCeC-30	WHYCeC2L	0.624628217	WW	HEBCeC-30	WHYCeC2L	0.168523997	WW	HEBCeC-30	WHYCeC2L	0.059354791	WW
HEBCeC-4	WHYCeC2L	0.861664852	WW	HEBCeC-4	WHYCeC2L	0.589086059	WW	HEBCeC-4	WHYCeC2L	0.27935302	WW
HEBCeC-5	WHYCeC2L	0.856206019	WW	HEBCeC-5	WHYCeC2L	0.544004568	WW	HEBCeC-5	WHYCeC2L	0.254032341	WW
HEBCeC-7	WHYCeC2L	0.851016058	WW	HEBCeC-7	WHYCeC2L	0.531225866	WW	HEBCeC-7	WHYCeC2L	0.210053613	WW
HEBCeC-8	WHYCeC2L	0.863269802	WW	HEBCeC-8	WHYCeC2L	0.590062493	WW	HEBCeC-8	WHYCeC2L	0.315839578	WW
SDQCeC1L	WHYCeC2L	0.731125826	WW	SDQCeC1L	WHYCeC2L	0.41452408	WW	SDQCeC1L	WHYCeC2L	0.152378354	WW
SDQCeC2L	WHYCeC2L	0.516764617	WW	SDQCeC2L	WHYCeC2L	0.260252394	WW	SDQCeC2L	WHYCeC2L	0.095467071	WW
SDQCeC3L	WHYCeC2L	0.691548199	WW	SDQCeC3L	WHYCeC2L	0.367405268	WW	SDQCeC3L	WHYCeC2L	0.124132453	WW
SDQCeC4L	WHYCeC2L	0.732549631	WW	SDQCeC4L	WHYCeC2L	0.372594382	WW	SDQCeC4L	WHYCeC2L	0.133391521	WW
SDQCeC8L	WHYCeC2L	0.60310258	WW	SDQCeC8L	WHYCeC2L	0.33531482	WW	SDQCeC8L	WHYCeC2L	0.120097942	WW
SDQCeC9L	WHYCeC2L	0.59658696	WW	SDQCeC9L	WHYCeC2L	0.34668089	WW	SDQCeC9L	WHYCeC2L	0.123073585	WW
CeC105	WHYCeC2L	0.908749376	WW	CeC105	WHYCeC2L	0.541367727	WW	CeC105	WHYCeC2L	0.198214339	WW
CeC166	WHYCeC2L	0.863737322	WW	CeC166	WHYCeC2L	0.415779082	WW	CeC166	WHYCeC2L	0.146964822	WW
CeC192	WHYCeC2L	0.766927933	WW	CeC192	WHYCeC2L	0.34046206	WW	CeC192	WHYCeC2L	0.125714279	WW
CeC198	WHYCeC2L	0.776719844	WW	CeC198	WHYCeC2L	0.345505227	WW	CeC198	WHYCeC2L	0.127843664	WW
CeC28	WHYCeC2L	0.877861423	WW	CeC28	WHYCeC2L	0.411533672	WW	CeC28	WHYCeC2L	0.138334303	WW
CeC38	WHYCeC2L	0.89674268	WW	CeC38	WHYCeC2L	0.480616226	WW	CeC38	WHYCeC2L	0.185036868	WW
CeC6	WHYCeC2L	0.850176124	WW	CeC6	WHYCeC2L	0.437614636	WW	CeC6	WHYCeC2L	0.146901123	WW
CeC67	WHYCeC2L	0.884436917	WW	CeC67	WHYCeC2L	0.453737317	WW	CeC67	WHYCeC2L	0.154195228	WW
CeC68	WHYCeC2L	0.902195859	WW	CeC68	WHYCeC2L	0.476006719	WW	CeC68	WHYCeC2L	0.158985951	WW
CeC89	WHYCeC2L	0.851180707	WW	CeC89	WHYCeC2L	0.472730047	WW	CeC89	WHYCeC2L	0.166016833	WW
WHYCeC1L	WHYCeC2L	0.461201731	WW	WHYCeC1L	WHYCeC2L	0.111799118	WW	WHYCeC1L	WHYCeC2L	0.040513557	WW
WHYCeC3L	WHYCeC2L	0.552225748	WW	WHYCeC3L	WHYCeC2L	0.28482926	WW	WHYCeC3L	WHYCeC2L	0.097599394	WW
WHYCeC4L	WHYCeC2L	0.396401429	WW	WHYCeC4L	WHYCeC2L	0.156518062	WW	WHYCeC4L	WHYCeC2L	0.055038001	WW
WHYCeC5L	WHYCeC2L	0.514585131	WW	WHYCeC5L	WHYCeC2L	0.173250229	WW	WHYCeC5L	WHYCeC2L	0.058765746	WW
WHYCeC7L	WHYCeC2L	0.424647808	WW	WHYCeC7L	WHYCeC2L	0.134435161	WW	WHYCeC7L	WHYCeC2L	0.037257892	WW
CeC108	WHYCeC2L	0.912869871	WW	CeC108	WHYCeC2L	0.532507656	WW	CeC108	WHYCeC2L	0.190333623	WW
CeC112	WHYCeC2L	0.870302148	WW	CeC112	WHYCeC2L	0.426235753	WW	CeC112	WHYCeC2L	0.158746043	WW
CeC113	WHYCeC2L	0.883655907	WW	CeC113	WHYCeC2L	0.406546243	WW	CeC113	WHYCeC2L	0.147144412	WW
CeC123	WHYCeC2L	0.909936071	WW	CeC123	WHYCeC2L	0.47902055	WW	CeC123	WHYCeC2L	0.182440539	WW
CeC124	WHYCeC2L	0.934425253	WW	CeC124	WHYCeC2L	0.37037518	WW	CeC124	WHYCeC2L	0.144759641	WW
CeC149	WHYCeC2L	0.865935201	WW	CeC149	WHYCeC2L	0.472117213	WW	CeC149	WHYCeC2L	0.154227538	WW
CeC186	WHYCeC2L	0.829034146	WW	CeC186	WHYCeC2L	0.367637971	WW	CeC186	WHYCeC2L	0.119172682	WW
CeC41	WHYCeC2L	0.878340211	WW	CeC41	WHYCeC2L	0.398712733	WW	CeC41	WHYCeC2L	0.148097626	WW
CeC42	WHYCeC2L	0.898741222	WW	CeC42	WHYCeC2L	0.450479923	WW	CeC42	WHYCeC2L	0.168517816	WW
CeC51	WHYCeC2L	0.844071277	WW	CeC51	WHYCeC2L	0.415913178	WW	CeC51	WHYCeC2L	0.142057925	WW
CeC61	WHYCeC2L	0.901301631	WW	CeC61	WHYCeC2L	0.459699745	WW	CeC61	WHYCeC2L	0.157185793	WW
CeC66	WHYCeC2L	0.798271447	WW	CeC66	WHYCeC2L	0.311308544	WW	CeC66	WHYCeC2L	0.101704677	WW
CeC69	WHYCeC2L	0.93034692	WW	CeC69	WHYCeC2L	0.5056851	WW	CeC69	WHYCeC2L	0.181395572	WW
CeC70	WHYCeC2L	0.942465139	WW	CeC70	WHYCeC2L	0.418710958	WW	CeC70	WHYCeC2L	0.171356173	WW
CeC139	WHYCeC2L	0.871373037	WW	CeC139	WHYCeC2L	0.459612844	WW	CeC139	WHYCeC2L	0.165864989	WW
CeC161	WHYCeC2L	0.902800308	WW	CeC161	WHYCeC2L	0.492269121	WW	CeC161	WHYCeC2L	0.168382159	WW
CeC1	WHYCeC2L	0.91329459	WW	CeC1	WHYCeC2L	0.492108507	WW	CeC1	WHYCeC2L	0.176004761	WW
CeC200	WHYCeC2L	0.891172678	WW	CeC200	WHYCeC2L	0.438461777	WW	CeC200	WHYCeC2L	0.149154287	WW
CeC35	WHYCeC2L	0.894009792	WW	CeC35	WHYCeC2L	0.426157013	WW	CeC35	WHYCeC2L	0.143309904	WW
CeC164	WHYCeC2L	0.901082137	WW	CeC164	WHYCeC2L	0.466070821	WW	CeC164	WHYCeC2L	0.154867181	WW
WHYCeC1R	WHYCeC3L	0.607063397	WW	WHYCeC1R	WHYCeC3L	0.203447254	WW	WHYCeC1R	WHYCeC3L	0.081161516	WW
WHYCeC2R	WHYCeC3L	0.539956966	WW	WHYCeC2R	WHYCeC3L	0.240999964	WW	WHYCeC2R	WHYCeC3L	0.080741918	WW
WHYCeC3R	WHYCeC3L	0.417774323	WW	WHYCeC3R	WHYCeC3L	0.195915027	WW	WHYCeC3R	WHYCeC3L	0.079806877	WW
WHYCeC4R	WHYCeC3L	0.614722328	WW	WHYCeC4R	WHYCeC3L	0.34606491	WW	WHYCeC4R	WHYCeC3L	0.15792228	WW
WHYCeC5R	WHYCeC3L	0.627915185	WW	WHYCeC5R	WHYCeC3L	0.394497692	WW	WHYCeC5R	WHYCeC3L	0.129528089	WW
WHYCeC6R	WHYCeC3L	0.573977768	WW	WHYCeC6R	WHYCeC3L	0.335933105	WW	WHYCeC6R	WHYCeC3L	0.11601391	WW
WHYCeC7R	WHYCeC3L	0.648141808	WW	WHYCeC7R	WHYCeC3L	0.371213086	WW	WHYCeC7R	WHYCeC3L	0.111913896	WW
WHYCeC6L	WHYCeC3L	0.551973733	WW	WHYCeC6L	WHYCeC3L	0.290339498	WW	WHYCeC6L	WHYCeC3L	0.10019679	WW
WHYCeC8	WHYCeC3L	0.906840566	WW	WHYCeC8	WHYCeC3L	0.496206677	WW	WHYCeC8	WHYCeC3L	0.205877624	WW
WFHCeC1L	WHYCeC3L	0.59437385	WW	WFHCeC1L	WHYCeC3L	0.234769695	WW	WFHCeC1L	WHYCeC3L	0.085393164	WW
WFHCeC2L	WHYCeC3L	0.74392102	WW	WFHCeC2L	WHYCeC3L	0.237051467	WW	WFHCeC2L	WHYCeC3L	0.084783431	WW
WFHCeC3L	WHYCeC3L	0.631466198	WW	WFHCeC3L	WHYCeC3L	0.188888182	WW	WFHCeC3L	WHYCeC3L	0.076640748	WW
WFHCeC4L	WHYCeC3L	0.536788048	WW	WFHCeC4L	WHYCeC3L	0.205445321	WW	WFHCeC4L	WHYCeC3L	0.082153688	WW
WFHCeC6L	WHYCeC3L	0.571224372	WW	WFHCeC6L	WHYCeC3L	0.188409326	WW	WFHCeC6L	WHYCeC3L	0.078854736	WW
WFHCeC11L	WHYCeC3L	0.60384925	WW	WFHCeC11L	WHYCeC3L	0.203513185	WW	WFHCeC11L	WHYCeC3L	0.094912261	WW
WFHCeC12L	WHYCeC3L	0.574599749	WW	WFHCeC12L	WHYCeC3L	0.196640275	WW	WFHCeC12L	WHYCeC3L	0.081704606	WW
WFHCeC13L	WHYCeC3L	0.60410295	WW	WFHCeC13L	WHYCeC3L	0.218827067	WW	WFHCeC13L	WHYCeC3L	0.075683349	WW
WFHCeC14L	WHYCeC3L	0.762064874	WW	WFHCeC14L	WHYCeC3L	0.207232048	WW	WFHCeC14L	WHYCeC3L	0.075734002	WW
WFHCeC16L	WHYCeC3L	0.805282522	WW	WFHCeC16L	WHYCeC3L	0.313917595	WW	WFHCeC16L	WHYCeC3L	0.111609884	WW
WFHCeC21L	WHYCeC3L	0.681430012	WW	WFHCeC21L	WHYCeC3L	0.262766668	WW	WFHCeC21L	WHYCeC3L	0.08945944	WW
WFHCeC22L	WHYCeC3L	0.720032566	WW	WFHCeC22L	WHYCeC3L	0.220739323	WW	WFHCeC22L	WHYCeC3L	0.083702615	WW
WFHCeC23L	WHYCeC3L	0.679107608	WW	WFHCeC23L	WHYCeC3L	0.338087196	WW	WFHCeC23L	WHYCeC3L	0.109325518	WW
WFHCeC24L	WHYCeC3L	0.847156361	WW	WFHCeC24L	WHYCeC3L	0.27091632	WW	WFHCeC24L	WHYCeC3L	0.094635033	WW
WFHCeC25L	WHYCeC3L	0.713654669	WW	WFHCeC25L	WHYCeC3L	0.228235258	WW	WFHCeC25L	WHYCeC3L	0.076014429	WW
GZCeC-10	WHYCeC3L	0.777929647	WW	GZCeC-10	WHYCeC3L	0.265426676	WW	GZCeC-10	WHYCeC3L	0.0821224	WW
GZCeC-24	WHYCeC3L	0.977718127	WW	GZCeC-24	WHYCeC3L	0.76973804	WW	GZCeC-24	WHYCeC3L	0.604347531	WW
GZCeC-25	WHYCeC3L	0.975132782	WW	GZCeC-25	WHYCeC3L	0.838051326	WW	GZCeC-25	WHYCeC3L	0.363055849	WW
GZCeC-26	WHYCeC3L	0.77387159	WW	GZCeC-26	WHYCeC3L	0.331383651	WW	GZCeC-26	WHYCeC3L	0.108771876	WW
GZCeC-27	WHYCeC3L	0.976663755	WW	GZCeC-27	WHYCeC3L	0.784867898	WW	GZCeC-27	WHYCeC3L	0.602300549	WW
GZCeC-28	WHYCeC3L	0.89429592	WW	GZCeC-28	WHYCeC3L	0.609369555	WW	GZCeC-28	WHYCeC3L	0.247376176	WW
GZCeC-29	WHYCeC3L	0.990493261	WW	GZCeC-29	WHYCeC3L	0.922007643	WW	GZCeC-29	WHYCeC3L	0.77740621	WW
GZCeC-30	WHYCeC3L	0.862165663	WW	GZCeC-30	WHYCeC3L	0.432758952	WW	GZCeC-30	WHYCeC3L	0.132147128	WW
GZCeC-6	WHYCeC3L	0.812724522	WW	GZCeC-6	WHYCeC3L	0.386228262	WW	GZCeC-6	WHYCeC3L	0.138231562	WW
GZCeC-7	WHYCeC3L	0.895651956	WW	GZCeC-7	WHYCeC3L	0.430377867	WW	GZCeC-7	WHYCeC3L	0.321520871	WW
GZCeC-8	WHYCeC3L	0.924387513	WW	GZCeC-8	WHYCeC3L	0.548693904	WW	GZCeC-8	WHYCeC3L	0.179914038	WW
GZCeC-9	WHYCeC3L	0.926576577	WW	GZCeC-9	WHYCeC3L	0.714340241	WW	GZCeC-9	WHYCeC3L	0.283374254	WW
SSCeC-1	WHYCeC3L	0.712240279	WW	SSCeC-1	WHYCeC3L	0.262801896	WW	SSCeC-1	WHYCeC3L	0.073407749	WW
SSCeC-10	WHYCeC3L	0.799427287	WW	SSCeC-10	WHYCeC3L	0.335235437	WW	SSCeC-10	WHYCeC3L	0.111396964	WW
SSCeC-2	WHYCeC3L	0.735835889	WW	SSCeC-2	WHYCeC3L	0.266945037	WW	SSCeC-2	WHYCeC3L	0.076399877	WW
SSCeC-3	WHYCeC3L	0.665164806	WW	SSCeC-3	WHYCeC3L	0.345702516	WW	SSCeC-3	WHYCeC3L	0.093923082	WW
SSCeC-4	WHYCeC3L	0.675127163	WW	SSCeC-4	WHYCeC3L	0.380262994	WW	SSCeC-4	WHYCeC3L	0.103395673	WW
SSCeC-5	WHYCeC3L	0.722259466	WW	SSCeC-5	WHYCeC3L	0.257955058	WW	SSCeC-5	WHYCeC3L	0.079628671	WW
SSCeC-6	WHYCeC3L	0.786420817	WW	SSCeC-6	WHYCeC3L	0.347743304	WW	SSCeC-6	WHYCeC3L	0.129322059	WW
SSCeC-7	WHYCeC3L	0.793846455	WW	SSCeC-7	WHYCeC3L	0.383232826	WW	SSCeC-7	WHYCeC3L	0.118589959	WW
SSCeC-8	WHYCeC3L	0.656584175	WW	SSCeC-8	WHYCeC3L	0.297327505	WW	SSCeC-8	WHYCeC3L	0.085662672	WW
SSCeC-9	WHYCeC3L	0.868451084	WW	SSCeC-9	WHYCeC3L	0.439251229	WW	SSCeC-9	WHYCeC3L	0.147813396	WW
SDQCeC1R	WHYCeC3L	0.638235889	WW	SDQCeC1R	WHYCeC3L	0.206129032	WW	SDQCeC1R	WHYCeC3L	0.071384953	WW
SDQCeC4R	WHYCeC3L	0.675926695	WW	SDQCeC4R	WHYCeC3L	0.242419658	WW	SDQCeC4R	WHYCeC3L	0.076776925	WW
SDQCeC5L	WHYCeC3L	0.815835945	WW	SDQCeC5L	WHYCeC3L	0.551363403	WW	SDQCeC5L	WHYCeC3L	0.218808755	WW
SDQCeC7R	WHYCeC3L	0.872820853	WW	SDQCeC7R	WHYCeC3L	0.626772907	WW	SDQCeC7R	WHYCeC3L	0.253259932	WW
SDQCeC8R	WHYCeC3L	0.634661139	WW	SDQCeC8R	WHYCeC3L	0.321396291	WW	SDQCeC8R	WHYCeC3L	0.100614589	WW
SDQCeC9R	WHYCeC3L	0.612192614	WW	SDQCeC9R	WHYCeC3L	0.238189865	WW	SDQCeC9R	WHYCeC3L	0.080896857	WW
SDQCeC10L	WHYCeC3L	0.655208559	WW	SDQCeC10L	WHYCeC3L	0.376574919	WW	SDQCeC10L	WHYCeC3L	0.115856719	WW
SDQCeC11L	WHYCeC3L	0.820469977	WW	SDQCeC11L	WHYCeC3L	0.360596077	WW	SDQCeC11L	WHYCeC3L	0.126015438	WW
FJCeC1	WHYCeC3L	0.823381463	WW	FJCeC1	WHYCeC3L	0.262359544	WW	FJCeC1	WHYCeC3L	0.102355632	WW
FJCeC2	WHYCeC3L	0.720965258	WW	FJCeC2	WHYCeC3L	0.218114207	WW	FJCeC2	WHYCeC3L	0.080475444	WW
FJCeC3	WHYCeC3L	0.789798959	WW	FJCeC3	WHYCeC3L	0.255356446	WW	FJCeC3	WHYCeC3L	0.091502009	WW
FJCeC4	WHYCeC3L	0.609037457	WW	FJCeC4	WHYCeC3L	0.189401431	WW	FJCeC4	WHYCeC3L	0.086866085	WW
FJCeC5	WHYCeC3L	0.73064211	WW	FJCeC5	WHYCeC3L	0.271839638	WW	FJCeC5	WHYCeC3L	0.111431346	WW
FJCeC6	WHYCeC3L	0.704349542	WW	FJCeC6	WHYCeC3L	0.216755578	WW	FJCeC6	WHYCeC3L	0.086922353	WW
HEBCeC-10	WHYCeC3L	0.888612458	WW	HEBCeC-10	WHYCeC3L	0.540950236	WW	HEBCeC-10	WHYCeC3L	0.305895349	WW
HEBCeC-15	WHYCeC3L	0.696185586	WW	HEBCeC-15	WHYCeC3L	0.288301425	WW	HEBCeC-15	WHYCeC3L	0.139288944	WW
HEBCeC-17	WHYCeC3L	0.719876538	WW	HEBCeC-17	WHYCeC3L	0.326855211	WW	HEBCeC-17	WHYCeC3L	0.08881763	WW
HEBCeC-18	WHYCeC3L	0.765543672	WW	HEBCeC-18	WHYCeC3L	0.252387413	WW	HEBCeC-18	WHYCeC3L	0.078344865	WW
HEBCeC-21	WHYCeC3L	0.730619799	WW	HEBCeC-21	WHYCeC3L	0.337810522	WW	HEBCeC-21	WHYCeC3L	0.11075956	WW
HEBCeC-22	WHYCeC3L	0.765744672	WW	HEBCeC-22	WHYCeC3L	0.257953894	WW	HEBCeC-22	WHYCeC3L	0.085486219	WW
HEBCeC-25	WHYCeC3L	0.738354669	WW	HEBCeC-25	WHYCeC3L	0.265711568	WW	HEBCeC-25	WHYCeC3L	0.070053458	WW
HEBCeC-30	WHYCeC3L	0.671058895	WW	HEBCeC-30	WHYCeC3L	0.2970376	WW	HEBCeC-30	WHYCeC3L	0.086234465	WW
HEBCeC-4	WHYCeC3L	0.873891994	WW	HEBCeC-4	WHYCeC3L	0.540497262	WW	HEBCeC-4	WHYCeC3L	0.244926401	WW
HEBCeC-5	WHYCeC3L	0.861336263	WW	HEBCeC-5	WHYCeC3L	0.505240303	WW	HEBCeC-5	WHYCeC3L	0.220338625	WW
HEBCeC-7	WHYCeC3L	0.850569069	WW	HEBCeC-7	WHYCeC3L	0.464077942	WW	HEBCeC-7	WHYCeC3L	0.178630768	WW
HEBCeC-8	WHYCeC3L	0.871064769	WW	HEBCeC-8	WHYCeC3L	0.543298146	WW	HEBCeC-8	WHYCeC3L	0.280235746	WW
SDQCeC1L	WHYCeC3L	0.650428231	WW	SDQCeC1L	WHYCeC3L	0.261203073	WW	SDQCeC1L	WHYCeC3L	0.086462568	WW
SDQCeC2L	WHYCeC3L	0.553106289	WW	SDQCeC2L	WHYCeC3L	0.222356181	WW	SDQCeC2L	WHYCeC3L	0.081071736	WW
SDQCeC3L	WHYCeC3L	0.618603939	WW	SDQCeC3L	WHYCeC3L	0.206117883	WW	SDQCeC3L	WHYCeC3L	0.063133873	WW
SDQCeC4L	WHYCeC3L	0.663293565	WW	SDQCeC4L	WHYCeC3L	0.22191269	WW	SDQCeC4L	WHYCeC3L	0.069413261	WW
SDQCeC8L	WHYCeC3L	0.607029265	WW	SDQCeC8L	WHYCeC3L	0.204871848	WW	SDQCeC8L	WHYCeC3L	0.08643314	WW
SDQCeC9L	WHYCeC3L	0.594127006	WW	SDQCeC9L	WHYCeC3L	0.197350601	WW	SDQCeC9L	WHYCeC3L	0.087166513	WW
CeC105	WHYCeC3L	0.890987925	WW	CeC105	WHYCeC3L	0.437208732	WW	CeC105	WHYCeC3L	0.147009974	WW
CeC166	WHYCeC3L	0.843732122	WW	CeC166	WHYCeC3L	0.294172335	WW	CeC166	WHYCeC3L	0.088925767	WW
CeC192	WHYCeC3L	0.751397508	WW	CeC192	WHYCeC3L	0.233478954	WW	CeC192	WHYCeC3L	0.075128996	WW
CeC198	WHYCeC3L	0.813073854	WW	CeC198	WHYCeC3L	0.285280237	WW	CeC198	WHYCeC3L	0.110631131	WW
CeC28	WHYCeC3L	0.872178931	WW	CeC28	WHYCeC3L	0.338572775	WW	CeC28	WHYCeC3L	0.096786373	WW
CeC38	WHYCeC3L	0.867449412	WW	CeC38	WHYCeC3L	0.374671292	WW	CeC38	WHYCeC3L	0.13339905	WW
CeC6	WHYCeC3L	0.842740929	WW	CeC6	WHYCeC3L	0.345279649	WW	CeC6	WHYCeC3L	0.109991838	WW
CeC67	WHYCeC3L	0.870678189	WW	CeC67	WHYCeC3L	0.357581596	WW	CeC67	WHYCeC3L	0.110605208	WW
CeC68	WHYCeC3L	0.895842215	WW	CeC68	WHYCeC3L	0.408416304	WW	CeC68	WHYCeC3L	0.123665459	WW
CeC89	WHYCeC3L	0.835181919	WW	CeC89	WHYCeC3L	0.352842192	WW	CeC89	WHYCeC3L	0.113631847	WW
WHYCeC1L	WHYCeC3L	0.53057531	WW	WHYCeC1L	WHYCeC3L	0.269349821	WW	WHYCeC1L	WHYCeC3L	0.106950735	WW
WHYCeC2L	WHYCeC3L	0.552225748	WW	WHYCeC2L	WHYCeC3L	0.28482926	WW	WHYCeC2L	WHYCeC3L	0.097599394	WW
WHYCeC4L	WHYCeC3L	0.578906105	WW	WHYCeC4L	WHYCeC3L	0.321140097	WW	WHYCeC4L	WHYCeC3L	0.126503268	WW
WHYCeC5L	WHYCeC3L	0.601490658	WW	WHYCeC5L	WHYCeC3L	0.331543642	WW	WHYCeC5L	WHYCeC3L	0.117204802	WW
WHYCeC7L	WHYCeC3L	0.60238873	WW	WHYCeC7L	WHYCeC3L	0.349023151	WW	WHYCeC7L	WHYCeC3L	0.104364644	WW
CeC108	WHYCeC3L	0.90521518	WW	CeC108	WHYCeC3L	0.452769301	WW	CeC108	WHYCeC3L	0.135985479	WW
CeC112	WHYCeC3L	0.865353841	WW	CeC112	WHYCeC3L	0.321008747	WW	CeC112	WHYCeC3L	0.11238012	WW
CeC113	WHYCeC3L	0.876703818	WW	CeC113	WHYCeC3L	0.319200476	WW	CeC113	WHYCeC3L	0.09931958	WW
CeC123	WHYCeC3L	0.899355893	WW	CeC123	WHYCeC3L	0.370809286	WW	CeC123	WHYCeC3L	0.129435126	WW
